Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR
boy.page.5	“Nearly there!” shouted {NAME:P2} dad.	«Почти приехали!» ‒ сказал папа.	„Wir sind fast da!“, sagte {NAME:P2} Papa.	« On y est presque » dit le père de {NAME:P1}.	«Ci siamo quasi!», gridò il papà di {NAME:P1}.	“Quase lá!”, disse o pai de {NAME:P1}.	“¡Por allá!”, gritó el papá de {NAME:P1}.	「もうすぐ⁠だ⁠よ⁠！」​お父さん⁠が​叫び⁠まし⁠た。	“Kita hampir sampai!” teriak ayah {NAME:P1}.	“Kita hampir sampai!” jerit ayah {NAME:P1}.	صاح والد {NAME:P1}: ”اقتربنا!“
boy.page.6	They whooshed through the countryside,\npassing cows and sheep along the way.	Они помчались по деревенской дороге, проезжая мимо коров и овец.	Sie sausten durch die Landschaft\nund fuhren auf ihrem Weg an Kühen und Schafen vorbei.	Ils traversèrent la campagne et croisèrent des vaches\net des moutons sur leur chemin.	Pedalarono per la campagna,\ne incontrarono mucche e pecore lungo la strada.	Eles pedalaram com toda energia pelo campo,\npassando por vacas e ovelhas ao longo do caminho.	Cruzaban el campo como una flecha,\ndejando atrás en su camino vacas y ovejas.	ウシ⁠や​ヒツジ⁠の​そば⁠を​通っ⁠て、\n​いなか⁠の​道⁠を​走り⁠まし⁠た。	Mereka melaju di pedesaan, melewati sapi-sapi dan domba-domba.	Mereka meluru laju melalui kawasan desa,\nmelepasi kawanan lembu dan biri-biri dalam perjalanan.	اخترقا الرّيف كالسهم، مارّين بالأبقار والأغنام.
boy.page.7	Then it was time for the best part of the bike ride:\n{NAME:P2} favorite hill. He loved whizzing down it at top speed!	И вот настал лучший момент велосипедного путешествия: любимый холм {NAME:P2}.\nОн обожал съезжать с него на полной скорости.	Dann war es Zeit für den besten Teil der Radtour: {NAME:P2}\nLieblingsberg. Er liebte es, mit Vollspeed runterzusausen!	Ils arrivèrent enfin à la meilleure partie de leur promenade : la colline\npréférée de {NAME:P1} qu’il adorait dévaler à toute vitesse !	E così arrivarono al punto più bello di tutti: la collina preferita\ndi {NAME:P1}. Quanto gli piaceva scendere giù a tutta velocità!	Até que chegou a hora da melhor parte do passeio: a colina favorita\ndo {NAME:P1}. Ele adorava descer correndo a toda velocidade!	Entonces llegó la mejor parte del paseo: la colina predilecta\nde {NAME:P1}. ¡Le encantaba bajarla zumbando a toda velocidad!	この⁠サイクリング⁠で​一番​楽しい​ところ⁠が​やってき⁠まし⁠た。​大好き⁠な\n坂道⁠です。​スピード⁠を​あげ⁠て、​坂道⁠を​かけ​下りる​の⁠が​大好き⁠な​の⁠です⁠！	Tibalah saatnya untuk bagian paling seru dari bersepeda: bukit\nfavoritnya {NAME:P1}. Dia senang melaju turun dengan kecepatan tinggi!	Kemudian, tibalah saat paling mengujakan ketika menaiki basikal:\nbukit kesukaan {NAME:P1}. Dia suka berdesup turun dari bukit dengan laju!	حان الوقت لاجتياز أكثر أجزاء الرحلة متعةً: إنه تلّ {NAME:P1} المفضّل.\nكان يحبّ نزول سفحه المنحدر بأقصى سرعة!
boy.page.8	“Woohoo!” he yelled in delight, tightly gripping the handlebars.	«Класс!» ‒ кричал он в восторге, вцепившись в руль.	„Juhuuu!“, rief er vor lauter Freude, als er den Lenker festhielt.	« Woohoo ! » cria-il avec bonheur, en s'agrippant au guidon.	«Woohoo!», gridava, tenendosi forte al manubrio.	“Uhull!”, ele gritou de alegria, agarrando-se com força ao guidão.	“¡Woohoo!” gritaba alborozado, agarrando fuerte el manillar.	ハンドル⁠を​強く​にぎり⁠まし⁠た。​「わ​ー​っ⁠！」\n​うれしく⁠て、​叫び⁠ます。	“Horeee!” dia berteriak kegirangan,\nsambil mencengkeram setang sepedanya erat-erat.	“Hore!” dia menjerit keriangan sambil memegang bar hendal dengan kuat.	هتف وهو يمسك مقودَ الدراجة بإحكام: ”مرحى!“
boy.page.9	Then, as usual, his dad took out two apples and two bottles of water\nfrom his bag, and they sat on the grass to enjoy them.	Потом папа, как обычно, доставал из сумки два яблока\nи две бутылки с водой, и они садились на траву, чтобы перекусить.	Dann nahm sein Papa wie immer zwei Äpfel und zwei Flaschen Wasser aus\nseinem Rucksack und sie setzten sich ins Gras, um eine Pause zu machen.	Puis, comme d'habitude, il s’assirent dans l’herbe\net son père sortit deux pommes et deux bouteilles d'eau de son sac.	Poi, come al solito, i due si sedettero sull’erba\ne il papà tirò fuori due mele e due bottigliette d’acqua dallo zaino.	Em seguida, como sempre, seu pai tirou duas maçãs e duas garrafas\nde água da mochila e eles se sentaram no gramado para relaxar.	Luego, como siempre, su papá sacaba de su bolso dos manzanas\ny dos botellas de agua, y se sentaban en el césped a deleitarse.	そして、​いつも⁠の​よう⁠に​お父さん⁠が​バッグ⁠から​リンゴ​2​コ⁠と\n水​2⁠本⁠を​取り出し⁠て、​草⁠の​上⁠に​すわっ⁠て​食べ⁠まし⁠た。	Lalu, seperti biasa, ayahnya mengeluarkan dua buah apel dan dua botol\nair minum dari tasnya, dan mereka pun duduk di rumput untuk menikmatinya.	Kemudian, seperti biasa, ayahnya mengeluarkan dua biji epal dan dua botol\nair daripada beg, lalu mereka duduk di atas rumput untuk menikmatinya.	بعدها، كما جرت العادة، أخرج والده تفاحتين\nوزجاجتي ماء من حقيبته وجلسا على العشب يستمتعان.
boy.page.10	Then back they went through the countryside,\npast the river and through the city, towards home.	А затем вновь устремлялись на велосипедах\nпо сельской местности, мимо реки, через город ‒ домой.	Dann fuhren sie zurück, erst durch die ländlichen Regionen,\nam Fluss vorbei und durch die Stadt in Richtung Zuhause.	Ils repartirent ensuite, à travers la campagne, en passant par la rivière,\net à travers la ville, pour arriver enfin chez eux.	Infine, fu l’ora di tornare: attraversarono di nuovo la campagna,\npassarono lungo il fiume, giunsero in città, e poi a casa.	Depois, eles voltaram pelo campo, passando\npelo rio e pela cidade a caminho de casa.	De vuelta pasaban a través del campo,\nrecorrían el río y cruzaban la ciudad hasta llegar a casa.	その⁠あと、​いなか⁠の​道⁠を​通っ⁠て​川⁠沿い⁠を​走り、\n街⁠を​通っ⁠て​家⁠に​帰っ⁠て​き⁠まし⁠た。	Kemudian mereka kembali melalui pedesaan,\nmelewati sungai dan masuk ke kota, menuju ke rumah.	Selepas itu mereka kembali melalui kawasan desa,\nmelepasi sungai dan menempuhi bandar, menuju ke rumah.	ثم انطلقا عائدين. عبرا الريف، فالنهر، فالمدينة. وأخيرًا وصلا إلى المنزل.
boy.page.11	The next day, after {NAME:P1} had finished all of his homework,\nhe shouted across the apartment, “Come on, Dad!”	На следующий день, доделав домашнюю работу,\n{NAME:P1} крикнул через всю квартиру: «Пап, погнали!»	Am nächsten Tag, als {NAME:P1} all seine Hausaufgaben\ngemacht hatte, rief er durch die Wohnung: „Komm schon, Papa!“	Le lendemain, après avoir terminé tous ses devoirs,\n{NAME:P1} cria à travers l'appartement. « Allez, papa ! »	Il giorno seguente {NAME:P1},\ndopo aver fatto i compiti, esclamò: «Andiamo, papà!»	No dia seguinte, assim que {NAME:P1} terminou todas\nas suas tarefas, ele foi lá e disse: “Vamos, papai!”	Al día siguiente, luego de que {NAME:P1} hubiese terminado\nsus deberes, su voz atravesó el apartamento; “¡Vamos, papá!”	次⁠の​日、​{NAME:P1}​は​宿題⁠が​おわる⁠と、​アパート⁠中⁠に\n聞こえる​声⁠で、​叫び⁠まし⁠た。​「お父さん、​行こ⁠う⁠！」	Keesokan harinya, setelah {NAME:P1} beres mengerjakan semua\npekerjaan rumahnya, dia berseru ke ayahnya di apartemen, “Ayo, Yah!”	Hari esoknya, selepas {NAME:P1} menyiapkan semua kerja rumahnya,\ndia berteriak memecah sunyi pangsapuri, “Jom, Ayah!”	في اليوم التالي، بعد أن أنهى {NAME:P1} جميع واجباته المنزلية،\nصاح للغرفة الثانية: ”هيّا بنا يا بابا!“
boy.page.12	Again, they jumped on their bikes and began pedaling through the city.\nBut as they approached the first set of traffic lights, they heard a pop.	Запрыгнув на велосипеды, они снова заколесили по городу.\nНо на первом же светофоре вдруг раздался громкий хлопок.	Erneut bestiegen sie ihre Fahrräder und begannen, durch die Stadt zu radeln.\nAber als sie zur ersten Ampel kamen, hörten sie ein Zwischen.	Ils enfourchèrent leur vélo et pédalèrent à travers la ville. Alors\nqu'ils approchaient du premier feu rouge, ils entendirent un pop.	Saltarono di nuovo sulle bici e cominciarono a pedalare per la città.\nMa quando si avvicinarono al primo semaforo, sentirono un piccolo scoppio.	Eles subiram de novo nas bicicletas e começaram a pedalar pela cidade.\nMas ao se aproximarem do primeiro semáforo, eles ouviram um estouro.	Se subieron a sus bicicletas otra vez y empezaron a pedalear a través\nde la ciudad. Pero al acercarse al primer semáforo escucharon un soplido.	また⁠自転車⁠に​飛び乗り、​街⁠を​走り​はじめ⁠まし⁠た。​しかし、\n一つ⁠目⁠の​信号⁠の​そば⁠に​来⁠た​とき、​「ポン」​という​音⁠が​し⁠まし⁠た。	Mereka menaiki sepedanya lagi dan mulai mengayuhnya di kota. Tetapi saat\nmereka hampir sampai ke lampu merah pertama, terdengar bunyi letupan.	Sekali lagi, mereka melompat ke atas basikal dan mengayuh melalui bandar.\nNamun ketika tiba di lampu isyarat pertama, mereka terdengar bunyi pop.	مرةً أخرى، ركبا دراجتيهما وانطلقا عبر شوارع المدينة.\nلكن بمجرّد ما اقتربا من أوّل إشارة مرور، سمعا صوت فرقعة.
boy.page.13	“Oh no!” cried {NAME:P1}. “My tire!”	«О, нет! ‒ вскрикнул {NAME:P1}. ‒ Моя шина!»	„Oh nein!“, rief {NAME:P1}. „Mein Reifen!“	« Oh non ! s'écria {NAME:P1}. Mon pneu ! »	«Oh, no!», gemette {NAME:P1}. «La mia gomma!»	“Ah, não!”, disse {NAME:P1}. “Meu pneu!”	“¡Oh no!”, exclamó {NAME:P1}. “¡Mi rueda!”	「やばい⁠！」​{NAME:P1}​は\n叫び⁠まし⁠た。​「タイヤ⁠が⁠！」	“Oh tidak!” teriak {NAME:P1}. “Ban sepedaku!”	“Oh, tidak!” jerit {NAME:P1}. “Tayar saya!”	صاح {NAME:P1}: ”كلا! إطار دراجتي!“
boy.page.14	A nail in the road had punctured {NAME:P2} tire.	На дороге валялся гвоздь, который пробил колесо на его велосипеде.	Auf der Straße lag ein Nagel, der {NAME:P2} Reifen punktiert hatte.	Un clou sur la route avait crevé la roue du vélo de {NAME:P1}.	Un chiodo sulla strada aveva bucato\nla gomma della bici di {NAME:P1}.	Uma tarraxinha na rua havia furado o pneu do {NAME:P1}.	Un clavo de la calle había pinchado la rueda de {NAME:P1}.	道⁠に​おち⁠て​い⁠た​クギ⁠で、​{NAME:P1}​の\n自転車⁠の​タイヤ⁠が​パンク​し⁠た​の⁠です。	Ban sepeda {NAME:P1} tertusuk paku di jalan.	Sebatang paku di atas jalan telah menembusi tayar {NAME:P1}.	لقد دخل مسمار في إطار درّاجة {NAME:P1}.
boy.page.15	“Now we can’t go for our ride!”\nHe sat down on the pavement, feeling hopeless.	«Ну вот, конец нашей прогулке!» ‒ {NAME:P1}\nуселся на асфальт, совершенно раздосадованный.	„Jetzt können wir unsere Tour nicht beenden!“\nEr setzte sich auf den Asphalt und fühlte sich hoffnungslos.	« Maintenant, on ne peut plus faire de vélo ! »\nIl s'assit sur le trottoir, désespéré.	«Adesso non possiamo più andare a fare il nostro giro!»\nIl bambino si sedette sul marciapiede, disperato.	“Agora a gente não vai mais conseguir fazer o passeio!”\nEle ficou decepcionado e se sentou na calçada.	“¡Ahora no podemos seguir!” Se sentó en la acera, desconsolado.	「サイクリング⁠に​行け⁠なく​なっ​ちゃっ⁠た⁠！」\n{NAME:P1}​は​がっかり⁠し⁠て、​道⁠に​すわりこみ⁠まし⁠た。	“Sekarang kita tidak bisa melanjutkan perjalanan!”\nDia terduduk di trotoar, merasa putus asa.	“Sekarang kita tidak boleh menunggang basikal lagi!”\nDia duduk di atas jalan yang berturap dengan rasa hampa.	راح يقول: ”لا يمكننا إكمال جولتنا الآن!“ جلس على الرصيف، يشعر باليأس.
boy.page.16	{NAME:P2} father sat beside him.\n“Don’t worry, we can get this fixed up tomorrow,” he said.	Папа присел рядом. «Не волнуйся! Мы починим его завтра», ‒ сказал он.	{NAME:P2} Papa setzte sich neben ihn.\n„Mach dir keine Sorgen. Morgen flicken wir ihn“, sagte er.	Le père de {NAME:P1} s'assit à côté de lui.\n« Ne t'inquiète pas, nous le réparerons demain » dit-il.	Il papà di {NAME:P1} si sedette vicino a lui.\n«Non preoccuparti, domani l’aggiustiamo».	O pai do {NAME:P1} se sentou ao seu lado.\n“Não se preocupe, a gente pode consertar isso amanhã”, ele disse.	El papá de {NAME:P1} se sentó a su lado.\n“No te preocupes, la podemos arreglar para mañana”, le dijo.	お父さん⁠は、​{NAME:P1}​の​横⁠に​すわり⁠まし⁠た。​「大丈夫⁠だ⁠よ。\n明日⁠に⁠は、​なおせる⁠よ」​お父さん⁠は​言い⁠まし⁠た。	Ayah {NAME:P1} duduk di sampingnya.\n“Jangan khawatir, kita bisa memperbaikinya besok,” ujar sang ayah.	Ayah {NAME:P1} duduk di sebelahnya.\n“Jangan bimbang, kita boleh membaiki kerosakan ini esok,” dia berkata.	جلس والد {NAME:P1} بجواره يحاول طمأنته: ”لا تقلق، يمكننا إصلاحه غدًا“.
boy.page.17	“But I wanted to go today!” sobbed {NAME:P1}.\n“I wanted to ride on the big hill!”	«Но я же хотел покататься сегодня! ‒ всхлипнул\n{NAME:P1}. ‒ Я так хотел прокатиться с холма!»	„Aber ich wollte heute fahren!“, schniefte {NAME:P1}.\n„Ich wollte den großen Hügel runterfahren!“	« Mais je voulais en faire aujourd'hui ! sanglota {NAME:P1}.\nJe voulais grimper en haut de la grande colline ! »	«Ma io volevo fare un giro oggi!», mormorò {NAME:P1}.\n«Volevo correre giù per la collina!»	“Mas eu queria ir hoje!”, disse {NAME:P1} em soluços.\n“Eu queria pedalar naquela colina alta!”	“¡Pero quería ir hoy!”, sollozó {NAME:P1}.\n“¡Quería ir a andar por la colina!”	「でも、​今日​行き⁠たかっ⁠た​ん⁠だ⁠！」​{NAME:P1}​は​泣き⁠まし⁠た。\n「大きな⁠丘⁠で​走り⁠たかっ⁠た⁠のに⁠！」	“Tapi aku ingin pergi hari ini!” {NAME:P1} menangis.\n“Aku ingin bersepeda di bukit yang besar itu!”	“Tapi saya mahu pergi hari ini!” {NAME:P1} tersedu-sedan.\n“Saya mahu menunggang di bukit yang besar itu!”	ردّ {NAME:P1} بحُرقة وهو ما يزال يبكي:\n”لكنّي أردت الذهاب اليوم! أردت نزول التلّ الكبير!“
boy.page.18	As they sat on the side of the road, {NAME:P1} noticed a little boy\nand girl walking by. One of them clutched a kite shaped like a bird.	Сидя у края дороги, {NAME:P1} заметил девочку и мальчика,\nидущих мимо. У девочки в руках был летающий змей в форме птицы.	Als sie sich auf den Bürgersteig setzten, bemerkte {NAME:P1} einen\nJungen und ein Mädchen. Das Mädchen hielt einen Drachen in Vogelform.	Assis au bord de la route, {NAME:P1} remarqua un petit garçon\net une petite fille. L'un d'eux tenait un cerf-volant en forme d'oiseau.	Mentre erano seduti sul marciapiede, {NAME:P1} notò\ndue bambini che avevano un aquilone a forma di uccello.	Enquanto estavam sentados na calçada, {NAME:P1} percebeu um menino\ne uma menina passando. A menina empinava uma pipa em forma de pássaro.	Aún en la acera, {NAME:P1} observó que un niño y una niña pasaban\ncaminando. Uno de ellos llevaba una cometa con la forma de un pájaro.	道ばた⁠に​すわっ⁠て​いる⁠と、​{NAME:P1}​は​小さな⁠男の子⁠と​女の子⁠が​歩い\nて​いる​の⁠に​気づき⁠まし⁠た。​一⁠人⁠は​トリ⁠の​形⁠の​たこ⁠を​持っ⁠て​い⁠まし⁠た。	Saat duduk di tepi jalan, {NAME:P1} melihat anak laki-laki dan perempuan\nberjalan. Seorang anak memegang layang-layang berbentuk burung.	Ketika duduk di tepi jalan, {NAME:P1} terlihat budak lelaki dan perempuan\nlalu di situ. Salah seorang memegang layang-layang bentuk burung.	وهما جالسان على جانب الطريق، لمح {NAME:P1} ولدًا وبنتًا يمشيان معًا.\nكان أحدهما يحمل طائرة ورقيّة على شكل طير.
boy.page.19	“Dad…,” he said, “Do we still have my old kite at home?”	«Пап, ‒ пробормотал он, ‒ а у нас дома\nостался мой старый воздушный змей?»	„Papa…“, sagte er. „Haben wir noch meinen alten Drachen zu Hause?“	« Papa…, demanda-t-il, on a toujours\nmon vieux cerf-volant à la maison ? »	«Papà, abbiamo ancora il mio vecchio aquilone a casa?», chiese poi.	“Papai…”, ele disse, “a gente ainda tem aquela minha pipa velha em casa?”	“Papá…”, dijo, “¿Aún tenemos en casa mi vieja cometa?”	「お父さん…​」​{NAME:P1}​は​言い⁠まし⁠た。\n「僕⁠の​古い​たこ⁠は、​まだ⁠家⁠に​ある⁠？」	“Yah…,” katanya, “Apakah sepeda tuaku masih ada di rumah?”	“Ayah…,” dia berkata, “Adakah layang-layang saya\nyang lama masih ada di rumah?”	قال: ”بابا… هل ما زالت طائرتي القديمة في البيت؟“
