Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR
boy.page.5	The wombat is happy and starts skipping.	Вомбат счастлив. Он отправляется в путешествие.	Der Wombat ist glücklich und macht sich hüpfend auf den Weg.	Le wombat est heureux et part en sautillant.	Il wombat è felice e se ne va saltellando.	O vombate fica feliz e começa a pular.	El uómbat da brincos de alegría.	うれしく⁠て​スキップ⁠で​出かけ⁠まし⁠た。	Sang wombat pun senang dan melompat-lompat kegirangan.	Wombat berasa gembira dan mula meloncat.	شعر الومبت بالسّعادة وبدأ يقفزُ فَرِحًا.
boy.page.6	{NAME:P1} passes a tree that smells nice.\nHe stops. There's a strange, gray animal on a branch.	{NAME:P1} минует дерево, которое пахнет так вкусно!\nОн останавливается. На ветке дерева сидит странное серое существо.	{NAME:P1} kommt an einem Baum vorbei, der köstlich duftet.\nEr hält an. Ein merkwürdiges graues Tier sitzt auf dem Ast.	{NAME:P1} passe devant un arbre qui sent très bon. Il s'arrête.\nUn étrange animal gris est accroché à une branche.	{NAME:P1} passa davanti a un albero che ha un buon profumo.\nSi ferma. C’è uno strano animale grigio su un ramo.	{NAME:P1} passa por uma árvore que parece ter um cheiro bom.\nEle para e observa um estranho animal cinza em cima de um galho.	{NAME:P1} pasa al lado de un árbol que huele bien.\nSe detiene. Hay un extraño animal gris sobre una rama.	{NAME:P1}​は、​いい​匂い⁠の​する​木⁠の​横⁠を​通り過ぎ⁠まし⁠た。​{NAME:P1}​は​立ち\n止まる​と、​見なれ⁠ない​グレー⁠の​動物⁠が​枝⁠の​上⁠に​いる​の⁠を​見つけ⁠まし⁠た。	{NAME:P1} melewati sebuah pohon yang tercium wangi. Dia pun berhenti.\nAda seekor hewan berwarna abu-abu yang aneh di dahan pohon itu.	{NAME:P1} melepasi sebatang pohon yang berbau wangi.\nDia berhenti. Ada haiwan ganjil berwarna kelabu pada dahannya.	مرّ {NAME:P1} بشجرةٍ تنبعث منها رائحةٌ لطيفةٌ،\nفتوقّف ووجد حيوانًا رماديًا غريبًا على أحد الأغصان.
boy.page.7	“Who are you?” the wombat asks.	«Кто ты?» ‒ спрашивает вомбат.	„Wer bist du?“, fragt der Wombat.	« Qui es-tu ? » demande le wombat.	«Tu chi sei?», chiede il wombat.	“Quem é você?”, pergunta o vombate.	“¿Quién eres?” pregunta el uómbat.	「君⁠は​誰​だい⁠？」\n​{NAME:P1}​は​聞き⁠まし⁠た。	“Siapa kamu?” tanya si wombat.	“Siapa kamu?” tanya wombat.	سأل الومبت: ”من أنت؟“
boy.page.8	“I'm a koala,” the animal says. “I eat leaves,\nbut I've gobbled up almost every single one on this tree.”	«Я – коала, ‒ отвечает существо. ‒ Я ем листья.\nНо на этом дереве я съела почти всё».	„Ich bin ein Koala“, sagt das Tier. „Ich fresse Blätter, aber ich habe\nschon fast jedes einzelne Blatt an diesem Baum abgeknabbert.“	« Je suis un koala, dit l'animal. Je mange des feuilles,\nmais j'ai englouti presque toutes celles de cet arbre. »	«Sono un koala», risponde l’animale. «Mangio foglie,\nma mi sono pappato quasi tutte quelle che erano sull’albero».	“Eu sou um coala”, o animal responde. “Eu como folhas,\nmas já comi quase todas as folhas desta árvore.”	“Soy un koala”, contesta el animal.\n“Como hojas pero he engullido casi todas las de este árbol”.	「私⁠は​コアラ⁠だ⁠よ」​グレー⁠の​動物⁠は​言い⁠まし⁠た。​「私⁠は​葉っぱ⁠を\n食べる​ん⁠だ⁠けど、​この⁠木⁠の​葉っぱ⁠を、​食べ​つくし⁠て​しまっ⁠た​ん⁠だ」	“Aku seekor koala,” ujar hewan itu. “Makananku dedaunan,\ntetapi aku sudah melahap hampir semua daun di pohon ini.”	“Saya koala,” kata haiwan itu. “Saya makan daun, tapi saya sudah\nmakan hampir setiap helai daun pada pohon ini dengan lahapnya.”	فأجاب الحيوان: ”أنا كوالا، أنا آكل أوراقَ الشّجر،\nلكنني التهمتُ كُلَّ أوراق هذه الشّجرة تقريبًا“.
boy.page.9	The koala sighs. “I crawl too slowly to reach another good tree today.”	Коала опечалена. «Я так медленно хожу,\nчто не успею добраться до нового дерева сегодня».	Der Koala seufzt. „Ich krabbele zu langsam,\num heute noch einen weiteren guten Baum zu erreichen.“	Le koala soupire. « Je rampe trop lentement\npour atteindre un autre arbre aujourd'hui. »	Il koala sospira. «Sono troppo lento per raggiungere un altro albero oggi».	O coala suspira. “Eu ando muito devagar\ne não devo conseguir chegar até uma outra árvore boa por hoje.”	El koala suspira. “Me muevo muy lentamente\ncomo para poder llegar hoy hasta otro árbol”.	コアラ⁠は​ため息⁠を​つき⁠まし⁠た。​「私⁠は​歩く​の⁠が​おそ​すぎる⁠から、\n今日⁠は​もう⁠他⁠の​木⁠に​たどり着く​の⁠は​ムリ⁠だ⁠よ」	Sang koala mengeluh. “Aku terlalu pelan merangkak\nuntuk menjangkau pohon bagus lainnya hari ini.”	Koala itu mengeluh. “Saya merangkak terlalu perlahan\nuntuk sampai ke sebatang pohon lain hari ini.”	تنهّد الكوالا وتابع كلامه قائلاً: ”وها أنا أتحرَّكُ\nببطءٍ شديدٍ لأَصِلَ إلى شجرةٍ جيّدةٍ أخرى اليوم“.
boy.page.10	{NAME:P1} has an idea! “I can bring you\nto a good tree. Just hop on my back!”	У {NAME:P2} появляется идея: «Давай, я отнесу тебя\nк хорошему дереву. Запрыгивай ко мне на спину!»	{NAME:P1} hat eine Idee! „Ich kann dich zu einem\nguten Baum bringen. Hüpf einfach auf meinen Rücken!“	{NAME:P1} a une idée ! « Je peux t'amener à un arbre.\nTu n’as qu’à sauter sur mon dos ! »	{NAME:P1} ha un’idea: «Posso portarti io. Salta sulla mia schiena!»	{NAME:P1} tem uma ideia! “Eu posso levar você\naté uma boa árvore. É só você subir nas minhas costas!”	¡{NAME:P1} tiene una idea!\n“Te puedo llevar hasta un buen árbol. ¡Súbete a mi espalda!”	{NAME:P1}​は、​ひらめき⁠まし⁠た⁠！​\n「僕⁠の​背中⁠に​乗り⁠な⁠よ⁠！」	{NAME:P1} punya ide! “Aku bisa mengantarmu ke pohon\nyang bagus. Naik saja ke punggungku!”	{NAME:P1} ada satu idea! “Saya boleh membawa kamu ke pohon\nyang elok. Lompatlah ke atas belakang saya!”	خطرت {NAME:P1} فكرةً! ”يمكنني أن آخذكَ إلى شجرةٍ\nمليئةٍ بالأوراق. اقفزْ على ظهري لنذهبَ إليها!“
boy.page.11	The koala climbs on the wombat's back.\nTogether, they walk until the koala sees a tree he likes.	Коала забирается на спину вомбата, и они идут вместе,\nпока коала не замечает дерево, которое ей нравится.	Der Koala klettert auf den Rücken des Wombats. Gemeinsam\nlaufen sie weiter, bis der Koala einen Baum sieht, der ihm gefällt.	Le koala grimpe sur le dos du wombat. Ensemble,\nils marchent jusqu'à ce que le koala voit un arbre qui lui plait.	Il koala si arrampica sulla schiena del wombat. Camminano insieme\nfinché il koala non trova un altro albero che gli piace.	O coala sobe nas costas do vombate.\nEles caminham juntos até que o coala vê uma árvore do seu gosto.	El koala se trepa a la espalda del uómbat.\nCaminan juntos hasta que el koala divisa un árbol que le gusta.	コアラ⁠は​ウォン​バット⁠の​背中⁠の​上⁠に​乗り、\nコアラ⁠が​気に入る​木⁠が​見つかる⁠まで​歩き⁠まし⁠た。	Koala pun naik ke punggung wombat. Mereka bersama-sama\nberjalan sampai si koala melihat pohon yang dia sukai.	Koala itu pun memanjat belakang wombat. Mereka pun berjalan\nbersama-sama sehingga koala itu nampak pohon yang disukainya.	تسلّقَ الكوالا على ظهرِ الومبت. وسارا حتى رأى الكوالا شجرةً تعجبُهُ.
boy.page.12	There's only one problem.\nBetween them and the tree, there's a small river.	Однако есть одна проблема: между ними\nи деревом пролегает небольшая речка.	Es gibt nur ein Problem. Zwischen ihnen\nund dem Baum fließt ein kleiner Bach.	Mais il y a un problème. Entre eux et l'arbre, coule une petite rivière.	C’è solo un problema. Tra loro e l’albero, scorre un fiumiciattolo.	Só tem um probleminha. Entre eles e a árvore, há um pequeno riacho.	Sólo hay un problema. Entre ellos y el árbol hay un riachuelo.	しかし、​そこ⁠に⁠は​ある​問題⁠が​あり⁠まし⁠た。\n{NAME:P1}​たち⁠が​目指す​木⁠は、​川⁠の​向こう⁠側⁠に​あっ⁠た​の⁠です。	Hanya ada satu masalah. Ada sungai kecil\nyang menghalangi mereka berdua dan pohon itu.	Namun ada satu masalah. Di antara mereka\ndan pohon itu, ada sebatang sungai kecil.	لكنْ كانت هناك مشكلة، إذ يفصلُ بينهم وبين الشّجرةِ نهرٌ صغير.
boy.page.13	“I can't swim,” {NAME:P1} says.	«Я не умею плавать», ‒ говорит {NAME:P1}.	„Ich kann nicht schwimmen“, sagt {NAME:P1}.	« Je ne sais pas nager, » dit {NAME:P1}.	«Non so nuotare», dice {NAME:P1}.	“Eu não sei nadar”, diz {NAME:P1}.	“Yo no sé nadar”, se lamenta {NAME:P1}.	「僕、​泳げ⁠ない​ん⁠だ」\n​{NAME:P1}​は​言い⁠まし⁠た。	“Aku tidak bisa berenang,” kata {NAME:P1}.	“Saya tidak pandai berenang,” {NAME:P1} berkata.	قال {NAME:P1}: ”لا أستطيعُ السباحة“.
boy.page.14	“But I can!” the koala says.	«А я умею!» ‒ отвечает коала.	„Aber ich kann schwimmen“, sagt der Koala.	« Mais moi si ! » dit le koala.	«Ma io sì!», dice il koala.	“Mas eu sei!”, o coala diz.	“¡Pero yo sí!” replica el koala.	「でも⁠私⁠は​泳げる⁠！」​コアラ⁠は​言い⁠まし⁠た。	“Tapi aku bisa!” kata si koala.	“Tapi saya pandai!” kata koala itu.	أجابَ الكوالا: ”لكنني أستطيع!“
boy.page.15	He jumps off the wombat's back. The koala crosses the river.	Она спрыгивает со спины вомбата и переплывает реку.	Er springt vom Rücken des Wombats ab.\nDer Koala überquert den Bach.	Il saute du dos de {NAME:P1} et traverse la rivière.	Il koala salta giù dalla schiena del wombat e attraversa il fiume.	O coala pula das costas do vombate e atravessa o riacho.	Salta de la espalda del uómbat. El koala cruza el río.	コアラ⁠は​ウォン​バット⁠の​背中⁠から​飛び​おりる⁠と、\n向こう岸⁠まで​泳い⁠で​いき⁠まし⁠た。	Koala meloncat turun dari punggung wombat.\nSi koala pun menyeberangi sungai.	Koala melompat turun dari belakang wombat. Dia menyeberangi sungai itu.	قفزَ الكوالا عن ظهرِ الومبت، وعبرَ النّهر.
boy.page.16	He climbs into his new tree\nand swings from branch to branch. He’s happy!	Коала забирается на новое дерево. Она счастлива.	Er klettert auf seinen neuen Baum\nund schwingt sich von Ast zu Ast. Er ist glücklich!	Il grimpe dans son nouvel arbre\net se balance de branche en branche. Il est ravi !	Si arrampica sul suo nuovo albero e si dondola tra i rami. Com’è felice!	Ele sobe em sua nova árvore\ne vai passando de galho em galho. Ele está feliz!	Trepa a su nuevo árbol y se hamaca de rama en rama. ¡Está contento!	コアラ⁠は​新しい​木⁠に​さっそく⁠よじ登る⁠と、\n枝⁠から​枝⁠へ⁠と​行っ⁠たり​来⁠たり、​大⁠よろこび⁠です⁠！	Dia memanjat pohon yang baru dia temukan,\nlalu berayun-ayun dari satu dahan ke dahan lainnya. Senangnya dia!	Dia memanjat pohon baharunya\ndan berayun dari dahan ke dahan. Dia gembira!	ثمَّ صعدَ إلى شجرته الجديدة وبدأ يتأرجح من غصنٍ إلى غصنٍ. وكان سعيدًا جدًّا!
boy.page.17	“Although I'm not fast on the ground, I'm a great swimmer,”\nthe koala says. “Everybody's good at something.”	«Хоть я и не умею быстро передвигаться по земле, зато я\nпрекрасно плаваю, ‒ говорит коала. ‒ Каждый хорош в чём-нибудь».	„Obwohl ich zu Fuß nicht so schnell bin, bin ich ein toller Schwimmer“,\nsagt derKoala. „Jeder hat etwas, das er gut kann.“	« Bien que je ne sois pas rapide à terre, je suis un excellent nageur,\ndit le koala. Tout le monde est bon à quelque chose. »	«Anche se non sono veloce a camminare, sono un grande nuotatore»,\ndice il koala. «Tutti sono bravi in qualcosa».	“Embora eu não seja rápido no chão, eu sou um ótimo nadador”,\ndiz o coala. “Todo mundo é bom em alguma coisa.”	“Aunque no soy rápido por el suelo, soy un buen nadador”,\ndice el koala. “Todo el mundo es bueno en algo”.	「私⁠は、​地面⁠の​上⁠で⁠は​おそい⁠けれど、​泳ぎ⁠なら​速い​ん⁠だ⁠！」\nコアラ⁠は​言い⁠まし⁠た。​「誰⁠に⁠だって​何⁠か​得意⁠な​こと⁠が​ある⁠よ」	“Gerakanku memang tidak cepat kalau di darat, tapi aku jago berenang,”\nujar sang koala. “Setiap orang pintar di bidangnya masing-masing.”	“Walaupun saya tidak bergerak pantas di tanah, saya perenang yang hebat,”\nkata koala. “Setiap orang ada bakat masing-masing.”	قال الكوالا: ”رغم أنّني لستُ سريعًا على الأرض،\nإلا أنّني سباحٌ بارعٌ. فكلٌّ منّا يَبرُعُ في أمرٍ ما“.
boy.page.18	{NAME:P1} says goodbye\nto the koala and continues his walk.	{NAME:P1} прощается с коалой и продолжает свой путь.	{NAME:P1} verabschiedet sich von dem Koala\nund fährt fort mit seinem Spaziergang.	{NAME:P1} dit au revoir au koala et poursuit sa marche.	{NAME:P1} saluta il koala e prosegue la sua passeggiata.	{NAME:P1} se despede do coala e continua o seu passeio.	{NAME:P1} se despide del koala y sigue su paseo.	{NAME:P1}​は​コアラ⁠に​さよなら⁠と\n言っ⁠て、​散歩⁠を​続け⁠ます。	{NAME:P1} pamit pada si koala dan melanjutkan perjalanannya.	{NAME:P1} mengucapkan selamat jalan kepada koala\ndan meneruskan perjalanannya.	ودّع {NAME:P1} الكوالا وواصل سيره.
boy.page.19	He pauses when he sees a strange, pointy plant.\n“What's this?” the wombat says.	Он останавливается, увидев странное острое растение.\n«Что это?» ‒ интересуется вомбат.	Er hält inne, als er eine merkwürdige spitze Pflanze sieht.\n„Was ist das?“, fragt der Wombat.	Il s'arrête devant une plante étrange et pointue.\n« Qu'est-ce que c'est ? » dit le wombat.	A un certo punto vede una strana pianta appuntita, e si ferma.\n«Che cos’è?», si chiede il wombat.	Ao ver uma planta estranha e espinhosa, ele faz uma pausa.\n“O que é isso?”, pergunta o vombate.	Se detiene al ver una extraña planta puntiaguda.\n“¿Esto qué es?” se pregunta el uómbat.	{NAME:P1}​は、​変⁠な​トゲトゲし⁠た​植物⁠を​見つけ⁠て​立ち止まり⁠まし⁠た。\n「なん⁠だ​これ⁠は⁠？」​{NAME:P1}​は​言い⁠まし⁠た。	Dia berhenti ketika dia melihat tanaman yang aneh\ndan bentuknya runcing. “Apa ini?” ujar si wombat.	Dia berhenti apabila melihat pohon yang ganjil\ndan tajam. “Apakah ini?” kata wombat.	توقّف الومبت حين رأى نباتًا غريبًا شائكًا، فتساءل: ”ما هذا؟“
boy.page.20	The plant moves. It's not a plant!\nIt's a strange animal {NAME:P1} has never seen before.	Растение передвигается. И это не растение! Это странное животное,\nкоторое {NAME:P1} никогда раньше не встречал.	Die Pflanze bewegt sich. Es ist gar keine Pflanze! Es ist ein\nmerkwürdiges Tier, das {NAME:P1} noch nie zuvor gesehen hat.	La plante se met à bouger. Ce n'est pas une plante !\nC'est un animal étrange que {NAME:P1} n'a jamais vu auparavant.	La pianta si muove. Non è una pianta!\nÈ uno strano animale che {NAME:P1} non ha mai visto prima.	A planta se move. Ah, não é uma planta! É um animal estranho\nque {NAME:P1} nunca tinha visto antes.	La planta se mueve. ¡No es una planta!\nSe trata de un extraño animal que {NAME:P1} nunca había visto.	その⁠植物⁠は​動き⁠まし⁠た。​植物⁠で⁠は​あり⁠ませ⁠ん⁠！\nこれ⁠は​{NAME:P1}​が​見⁠た​こと⁠も​ない​変⁠な​動物⁠だっ⁠た​の⁠です。	Tanaman itu bergerak. Ternyata itu bukan tanaman!\nItu hewan aneh yang belum pernah dilihat oleh {NAME:P1} sebelumnya.	Pohon itu bergerak. Rupa-rupanya ia bukan pohon!\nIa haiwan ganjil yang tidak pernah dilihat {NAME:P1} sebelum ini.	بدأ النبات يتحرّك. يا للهول، إنّه ليس نباتًا!\nإنّه حيوانٌ غريبٌ لم يره {NAME:P1} من قبل.
boy.page.21	“Who are you?” he asks the animal.	«Кто ты?» ‒ спрашивает {NAME:P1}.	„Wer bist du?“, fragt er das Tier.	« Qui es-tu ? » demande-t-il à l'animal.	«E tu chi sei?», chiede il wombat all’animale.	“Quem é você?”, ele pergunta ao animal.	“¿Quién eres?” le pregunta al animal.	「君⁠は、​誰​だい⁠？」\n​{NAME:P1}​は​聞き⁠まし⁠た。	“Siapa kamu?” dia bertanya kepada hewan itu.	“Siapakah kamu?” dia bertanya haiwan itu.	سأله {NAME:P1}: ”من أنت؟“
boy.page.22	“I'm an echidna,” the animal says.\nShe shakes her spikes. They look dangerous.	«Я – ехидна», ‒ отвечает животное, покачивая\nсвоими колючками, которые выглядят довольно опасно.	„Ich bin ein Ameisenigel“, sagt das Tier. Sie schüttelt\nihre spitzen Stacheln. Die sehen ganz schön gefährlich aus.	« Je suis un échidné, » dit l'animal en secouant\nses piquants qui ont l'air bien dangereux.	«Sono un’echidna», risponde l’animale,\nscuotendo gli aculei, che sembrano davvero pericolosi.	“Eu sou uma equidna, prima do ornitorrinco!”, o animal diz.\nEla sacode seus espinhos. Eles parecem perigosos.	“Soy un equidna”, le contesta el animal.\nY zarandea sus púas. Parecen peligrosas.	「私⁠は​ハリ​モグラ」​変⁠な​動物⁠は​言い⁠まし⁠た。​ハリ​モグラ⁠は​体⁠の​ハリ⁠を\nブルブル⁠さ⁠せ⁠まし⁠た。​とても⁠キケン⁠に​見え⁠ます。	“Aku seekor landak semut,” kata si hewan.\nDia menggoyangkan duri-durinya. Duri-duri itu terlihat berbahaya.	“Saya ekidna,” kata haiwan itu. Dia menggoyangkan bulu kasarnya\nyang seperti pepaku. Bulu itu kelihatan berbahaya.	قال الحيوان: ”أنا قنفذُ النَّمل“. ثم بدأ يهزُّ أشواكه. وكان يبدو خطيرًا.
