Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR
boy.page.5	What if adults became kids…	Что, если бы взрослые стали детьми…	Was wäre, wenn Erwachsene zu Kindern werden würden…	Et si les adultes devenaient enfants…	E se gli adulti fossero diventati bambini,	E se os adultos virassem crianças…	¿Qué pasaría si los adultos se convirtieran en niños…	もし⁠大人⁠が​子供⁠に​なっ⁠たら…	Bagaimana kalau orang dewasa menjadi anak-anak…	Apa akan terjadi jika kanak-kanak menjadi orang dewasa…	ماذا لو أصبح الكبار أطفالاً…
boy.page.6	…and kids became adults?	…а дети стали бы взрослыми.	…und Kinder würden Erwachsene werden?	…et les enfants devenaient adultes ?	E i bambini fossero diventati adulti?	…e as crianças virassem adultos?	…y los niños en adultos?	そして⁠子供⁠が​大人⁠に​なっ⁠たら⁠？	…dan anak-anak menjadi orang dewasa?	…dan orang dewasa menjadi kanak-kanak?	…وأصبح الأطفال كبارًا؟
boy.page.7	He fantasized about how cool it would be to eat only\nchocolate for breakfast instead of boring porridge.	Он фантазировал о том, как здорово было бы есть на завтрак\nодну только шоколадную пасту вместо приевшейся молочной каши.	Er fantasierte darüber, wie toll es wäre,\nzum Frühstück nur Schokolade zu essen anstatt langweiliger Haferflocken.	Quel bonheur ce serait de manger seulement du chocolat à tartiner\npour le petit-déjeuner au lieu d’un bol de porridge fade.	Pensò a quanto sarebbe stato bello mangiare solo cioccolata a colazione,\ninvece del solito latte con i fiocchi d’avena.	Ele imaginou como seria legal comer só creme de avelã\nno café da manhã em vez de um mingau de leite sem graça.	Se imaginaba lo divertido que sería comer\nsólo chocolate en el desayuno en lugar del aburrido cereal con leche.	朝食⁠に、​まずい​ミルク⁠の​おかゆ⁠じゃ⁠なく⁠て、​チョコレート⁠だけ⁠を\n食べ⁠られ⁠たら、​どんなに⁠かっこいい⁠だろ⁠う⁠と​想像​し⁠て​い⁠まし⁠た。	Dia membayangkan betapa kerennya kalau sarapan hanya dengan cokelat,\nbukan dengan bubur yang membosankan.	Dia berfantasi tentang betapa hebatnya dapat memakan coklat\nsahaja sebagai sarapan, bukannya memakan bubur yang membosankan.	تخيلَ روعة تناول الشوكولاتة فقط على الإفطار بدلاً من العصيدة.
boy.page.8	“Ugh… porridge,” thought {NAME:P1}.	«Фууу… молочная каша», ‒ подумал {NAME:P1}.	„Bah… Haferflocken“, dachte {NAME:P1}.	« Berk… du porridge » pensa {NAME:P1}.	«Fiocchi d’avena… bah!», disse {NAME:P1} tra sé.	“Eca… mingau de leite”, pensou {NAME:P1}.	“Ugh… cereal con leche”, pensó {NAME:P1}.	「お⁠ぇっ…​ミルク⁠の​おかゆ」\n​{NAME:P1}​は​考え⁠まし⁠た。	“Duh… bubur,” gumam {NAME:P1} dalam hati.	“Ugh… bubur,” fikir {NAME:P1}.	فكر {NAME:P1} بينه وبين نفسه: ”يا للقرف… عصيدة“.
boy.page.9	“If I was a parent, I would only feed my children candy and chocolate!”	«Если бы я был папой, я бы кормил детей\nодними только конфетами и шоколадом!»	„Wenn ich Kinder hätte, würde ich ihnen\nnur Süßigkeiten und Schokolade geben!“	« Si j’étais parent, je ne donnerais\nque des sucreries et du chocolat à mes enfants ! »	«I miei bambini mangerebbero solo caramelle e cioccolata!»	“Se eu fosse um pai, eu só iria alimentar\nmeus filhos com doces e chocolates!”	“¡Si fuera el papá, le daría de comer a mis hijos sólo golosinas y chocolate!”	「もし⁠僕⁠が​親⁠なら、​子供⁠に⁠は​お菓子⁠と\nチョコレート⁠だけ⁠を​食べ⁠させ⁠たい⁠！」	“Kalau aku menjadi orang tua, anak-anakku\nhanya akan kuberi makan permen dan cokelat!”	“Kalau saya jadi ayah, saya hanya akan berikan\nanak-anak saya makan gula-gula dan coklat!”	”لو كنت أبًا، لأطعمت أطفالي الحلوى والشوكولاتة فقط!“
boy.page.10	While {NAME:P1} did not like porridge,\nhe liked cleaning up his toys after playing with them even less.	{NAME:P1} совсем не любил кашу,\nно ещё больше он не любил прибирать за собой игрушки.	Auch wenn {NAME:P1} keine Haferflocken leiden konnte, so mochte\ner es noch weniger, seine Spielsachen nach dem Spielen aufzuräumen.	Bien que {NAME:P1} n’aimait pas le porridge,\nil aimait encore moins devoir ranger ses jouets après avoir joué avec.	A {NAME:P1} non piacevano i fiocchi d’avena,\nma gli piaceva ancora meno mettere a posto i suoi giocattoli.	{NAME:P1} não gostava de mingau, mas gostava menos\nainda de arrumar seus brinquedos depois de brincar com eles.	A {NAME:P1} no le gustaba el cereal con leche,\npero menos aún le gustaba ordenar sus juguetes después de jugar.	{NAME:P1}​は、​おかゆ⁠が​きらい⁠だ⁠けど、​遊ん⁠だ​後⁠の\nおもちゃ⁠の​片付け⁠は​もっと⁠きらい⁠です。	Walaupun {NAME:P1} tidak suka bubur, dia lebih tidak suka\nlagi membersihkan mainannya setelah mainan itu digunakan.	{NAME:P1} bukan sahaja tidak suka akan bubur,\nbahkan dia jauh lebih tidak suka membersihkan mainannya selepas bermain.	كان {NAME:P1} يكره العصيدة،\nوما كان يكرهه أكثر هو توضيب ألعابه بعد اللعب بها.
boy.page.11	{NAME:P1} dreamed of how cool it would be\nto leave his toys wherever he wished and play whenever he wanted.	{NAME:P1} мечтал, как круто было бы оставлять игрушки,\nгде вздумается, и играть с ними, когда захочется.	{NAME:P1} träumte davon, wie großartig es wäre, das Spielzeug\neinfach liegen zu lassen, um damit zu spielen, wann immer er wollte.	{NAME:P1} rêvait d’un monde où il pourrait jouer\net laisser ses jouets où bon lui semblait.	E così pensò che sarebbe stato fantastico lasciarli in giro\nper casa e giocarci in qualunque momento.	{NAME:P1} só ficava sonhando e pensando como seria\nlegal deixar seus brinquedos onde quisesse e brincar quando quisesse.	{NAME:P1} soñaba con lo lindo que sería poder\ndejar sus juguetes en cualquier parte y jugar cuando quisiese.	{NAME:P1}​は、​自分⁠の​おもちゃ⁠を​好き⁠な​ところ⁠に​置い⁠て、\n好き⁠な​とき⁠に​遊べ⁠たら​どんなに⁠いい⁠だろ⁠う⁠と​考え⁠て​い⁠まし⁠た。	{NAME:P1} bermimpi tentang betapa enaknya kalau bisa\nmeninggalkan mainannya kapan saja dan bermain kapanpun dia mau.	{NAME:P1} mengimpikan betapa seronok jika dia dapat meninggalkan mainan\ndi mana-mana yang dia inginkan dan bermain bila-bila yang dia mahu.	أخذ {NAME:P1} يحلم بمدى روعة ترك ألعابه حيث يشاء واللعب بها متى يشاء.
boy.page.12	He became so excited, imagining the perfect day “in reverse”\nas thoughts flew through his head, one by one.	{NAME:P1} так размечтался, представляя этот\nдень «наоборот» ‒ мысли в его голове пролетали одна за другой.	Er war richtig aufgeregt und stellte sich den perfekten „umgekehrten“\nTag vor, als die Gedanken nacheinander durch seinen Kopf kreisten.	Il n’arrivait plus à tenir en place à force d’imaginer le parfait\njour « à l’envers ». Des centaines d’idées lui traversaient l’esprit.	Immaginare quel perfetto «giorno alla rovescia» lo rendeva così felice!\nI pensieri gli sfrecciavano nella mente uno dopo l’altro.	Ele ficou superanimado, imaginando o dia perfeito “ao contrário”\nenquanto os pensamentos passavam por sua cabeça, um por um.	Se entusiasmaba imaginando un perfecto día ‘al revés’\na medida que sus pensamientos discurrían en su cabeza, uno por uno.	{NAME:P1}​は、​とても⁠ワクワク⁠し⁠て、​逆さ⁠に​なっ⁠た、\nかん​ぺきな​一⁠日⁠を、​頭⁠の​中⁠で​思い​うかべ⁠まし⁠た。	Dia kegirangan, membayangkan hari “terbalik” yang sempurna\nketika di kepalanya terpikirkan beberapa hal, satu per satu.	Dia menjadi sangat teruja, membayangkan hari “terbalik” yang\nsempurna sambil fikirannya menerawang di kepala, satu demi satu.	تحمس كثيرًا عند تخيل اليوم المثالي الذي تنقلب فيه الأدوار،\nوتبادرت الأفكار إلى ذهنه واحدةً تلو الأخرى.
boy.page.13	“No brushing teeth and unlimited cartoons!\nI would let our dog inside the house and…”	«И можно будет не чистить зубы каждый день, и без конца\nсмотреть мультфильмы, и… О! Можно будет впускать собаку в дом и…»	„Kein Zähneputzen und Fernsehen, soviel ich will!\nIch würde unserem Hund erlauben, im Haus zu wohnen und…“	« Plus de brossage de dents, et dessins animés à volonté !\nJe laisserais le chien à l’intérieur de la maison et… »	«Non lavarsi mai i denti… cartoni animati illimitati…\nil cane sempre in casa con me, e poi…»	“Nunca mais escovar os dentes e assistir desenhos à vontade!\nEu deixaria o nosso cachorro entrar em casa e…”	“¡Nada de cepillarse los dientes y dibujos animados sin límites!\nY permitiría que el perro estuviese dentro de la casa y…”	「歯⁠を​みがか⁠ない⁠で、​アニメ⁠を​見​ほう​だい⁠！\n⁠犬⁠を​家⁠の​中⁠に​入れ⁠て…​」	“Tidak menggosok gigi dan boleh nonton film kartun sepuasnya!\nAku akan membiarkan anjing di dalam rumah dan…”	“Tidak perlu gosok gigi dan kartun tanpa had!\nSaya akan biarkan anjing kami di dalam rumah dan…”	”لن يكون مضطرًا إلى تنظيف أسنانه بالفرشاة،\nوسيكون بوسعه مشاهدة الرسوم المتحركة! وسيسمح للكلب بدخول المنزل و…“
boy.page.14	No sooner had {NAME:P1} began his last thought\nthan he drifted off to sleep, dreaming sweet dreams.	{NAME:P1} даже не успел додумать\nсвою мысль и уснул крепким сном.	Kurz nachdem {NAME:P1} seinen letzten Gedanken\nbegonnen hatte, schlief er ein und hatte wundervolle Träume.	{NAME:P1} n’eut pas le temps de finir sa pensée\net sombra dans un sommeil peuplé de rêves magnifiques.	Non appena si disse queste ultime parole,\n{NAME:P1} cedette al sonno e cominciò dolcemente a sognare.	{NAME:P1} mal tinha terminado seu pensamento quando,\nde repente, ele caiu no sono. Pronto para uma noite de lindos sonhos.	Tan pronto como empezó su último pensamiento\n{NAME:P1} se quedó dormido, sumido en dulces sueños.	色々⁠考え⁠て​いる⁠と、​ねむく​なっ⁠て​き⁠て、​{NAME:P1}​は\n楽しい​夢⁠を​見⁠ながら、​ねむり⁠に​つき⁠まし⁠た。	Tidak lama setelah {NAME:P1} membayangkan hal terakhir,\ndia pun tertidur, dan bermimpi indah.	Tidak lama selepas {NAME:P1} melayan fikirannya yang terakhir itu,\ndia pun tertidur dan bermimpi indah.	بينما كان {NAME:P1} يفكر في فكرته الأخيرة،\nغطّ في نوم عميق، وأخذ يحلم بأحلام سعيدة.
boy.page.15	His mom noticed and kissed him on the forehead,	Заметив, что {NAME:P1} уже спит, мама поцеловала его в лоб,	Seine Mutter bemerkte das, gab ihm einen Kuss auf die Stirn,	Sa maman le remarqua et l’embrassa sur le front.	La mamma si accorse che si era addormentato:\ngli diede il bacio della buonanotte,	Sua mãe percebeu e deu um beijinho em sua testa,	Su mamá se dio cuenta, lo besó en la frente,	お母さん⁠は、​それ⁠に​気づい⁠て、\n​{NAME:P1}​の​おでこ⁠に​キス⁠を​し⁠まし⁠た。	Ibunya melihatnya dan mencium keningnya,	Ibunya perasan dia sudah tertidur dan mengucup dahinya.	لاحظت والدته ذلك وقبلته على جبينه،
boy.page.16	Switching off the table lamp before leaving the room.	Выключила настольную лампу и вышла из комнаты.	Und schaltete die Nachttischlampe aus, bevor sie sein Zimmer verließ.	Elle éteint la lampe de chevet avant de quitter la chambre.	E, prima di uscire dalla cameretta, spense la luce.	Desligando a luminária antes de sair do quarto.	Y apagó la lámpara de la mesa de luz antes de salir de la habitación.	テーブル⁠の​ライト⁠を​消し⁠て、\n​部屋⁠を​出⁠て​行き⁠まし⁠た。	Lalu mematikan lampu duduk sebelum keluar dari kamar.	Lampu meja ditutup sebelum dia meninggalkan bilik.	وأطفأت المصباح الموجود على الطاولة ثم غادرت الغرفة.
boy.page.17	In the morning, {NAME:P1} opened his eyes\nand was immediately surprised that no one had woken him up.	Утром {NAME:P1} открыл глаза\nи очень удивился, что никто его не разбудил.	Am Morgen öffnete {NAME:P1} die Augen\nund war sofort überrascht, dass ihn niemand aufgeweckt hatte.	Le matin suivant, {NAME:P1} ouvrit les yeux\net ressentit une surprise immédiate. Personne ne l’avait réveillé.	La mattina seguente, {NAME:P1} aprì gli occhi\ne rimase subito molto stupito per il fatto che nessuno lo avesse svegliato.	De manhã, {NAME:P1} abriu os olhos\ne ficou imediatamente surpreso que ninguém tinha ido acordá-lo.	Por la mañana, {NAME:P1} abrió los ojos\ny se sorprendió de que nadie lo hubiese despertado.	翌朝、​{NAME:P1}​は​目⁠を​さまし⁠まし⁠た⁠が、\nおどろい⁠た​こと⁠に、​誰⁠も​起こし⁠に​来⁠ませ⁠ん。	Keesokan paginya, {NAME:P1} membuka mata\ndan sontak terkejut karena tidak ada yang membangunkannya.	Pada waktu pagi, {NAME:P1} membuka matanya\ndan tiba-tiba terkejut kerana tiada sesiapa pun membangunkannya dari tidur.	في الصباح، فتح {NAME:P1} عينيه وفوجئ على الفور بأن أحدًا لم يوقظه.
boy.page.18	He jumped out of bed and ran to find his parents.	Он вскочил с кровати и побежал посмотреть,\nкуда подевались его родители.	Er sprang aus dem Bett und rannte los, um seine Eltern zu finden.	Il bondit hors du lit et se précipita à la recherche de ses parents.	Così saltò giù dal letto e corse a cercare i suoi genitori.	Ele pulou da cama e saiu correndo para encontrar seus pais.	Saltó de la cama y corrió a buscar a sus padres.	ベッド⁠から​とび​起きる⁠と、\n​お父さん⁠と​お母さん⁠を​探し⁠に​走り⁠まし⁠た。	Dia melompat dari tempat tidur dan berlari mencari orang tuanya.	Dia bingkas dari katil dan berlari untuk mencari ibu dan ayahnya.	قفز من السرير وركض ليبحث عن والديه.
boy.page.19	When he entered the living room, he noticed his mom and dad\nwere already awake, and they were watching cartoons.	Заглянув в комнату, он увидел, что мама и папа\nуже не спали: они смотрели мультфильмы.	Als er ins Wohnzimmer kam, bemerkte er, dass seine Mutter\nund sein Vater schon wach waren und Zeichentrickserien schauten.	Quand il entra dans le salon, il aperçut sa maman et son papa,\ndéjà réveillés, en train de regarder des dessins animés.	Quando entrò in salotto, vide che la mamma e il papà erano già svegli\ne che si stavano guardando i cartoni animati.	Quando chegou na sala, ele percebeu que sua mãe\ne seu pai já haviam acordado, e eles estavam assistindo desenhos.	Cuando entró en la sala se encontró con que su mamá y su papá\nya estaban despiertos, y estaban mirando dibujos animados.	リビング​ルーム⁠に​入る⁠と、​お父さん⁠と​お母さん⁠は​もう⁠起き⁠て​い⁠まし⁠た。\nそして⁠アニメ⁠を​見⁠て​い⁠ます。	Ketika dia memasuki ruang keluarga, dia melihat ayah\ndan ibunya sudah bangun, dan mereka sedang menonton film kartun.	Apabila dia masuk ke ruang tamu, dia perasan ibu\ndan ayahnya sudah terjaga dan mereka sedang menonton kartun.	فدخل إلى غرفة المعيشة، وحينها لاحظ أن أمه وأباه\nكانا مستيقظين، وكانا يشاهدان الرسوم المتحركة.
boy.page.20	“{NAME:P1}!” said Mom. “You finally woke up. I am starving!”	«{NAME:P1}! ‒ сказала мама. ‒ Наконец-то\nты проснулся. Я проголодалась!»	„{NAME:P1}!“, rief seine Mutter.\n„Endlich bist du wach. Ich habe so einen Hunger!“	« {NAME:P1} ! dit Maman. Tu es enfin réveillé, je suis affamée ! »	«{NAME:P1}!», esclamò la mamma.\n«Finalmente ti sei svegliato! Sto morendo di fame!»	“{NAME:P1}!”, disse a sua mãe.\n“Até que enfim você acordou. Eu estou morrendo de fome!”	“¡{NAME:P1}!”, dijo la mamá.\n“¡Al fin te despertaste. Muero de hambre!”	「{NAME:P1}​！」​お母さん⁠は​言い⁠まし⁠た。\n「やっと⁠起き⁠た⁠わ⁠ね。​おなか⁠が​ペコペコ⁠よ⁠！」	“{NAME:P1}!” kata Ibu. “Akhirnya kamu bangun. Aku lapar sekali!”	“{NAME:P1}!” kata Ibu. “Akhirnya kamu bangun juga. Saya lapar!”	قالت الأم: ”ها قد استيقظت أخيرًا يا {NAME:P1}! أنا أتضوّر جوعًا!“
boy.page.21	“Me too!” Dad chimed in.	«И я тоже», ‒ подхватил папа.	„Ich auch!“, stimmte sein Vater mit ein.	« Moi aussi ! ajouta Papa. »	«Anch’io!», disse il papà.	“Eu também!”, disse seu pai, entrando na conversa.	¡Yo también!, intervino el papá.	「僕⁠も⁠だ⁠よ⁠！」​お父さん⁠は​言い⁠まし⁠た。	“Aku juga!” Ayah pun menimpali.	“Saya pun!” Ayah menyampuk.	أضاف الأب: ”وأنا أيضًا!“
