Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR
boy.page.5	He wanted to join them so much that he decided to face his fear.	Он хотел поиграть с ними так сильно,\nчто решил встретиться со своим страхом лицом к лицу.	Er wollte so gerne mit ihnen spielen,\ndass er beschloss, sich seiner Angst zu stellen.	{NAME:P1} avait tellement envie de se joindre à eux\nqu'il décida de dompter sa peur.	A {NAME:P1} sarebbe piaciuto un sacco poter\ngiocare con loro, e così decise di affrontare la sua paura.	Ele queria tanto se juntar aos seus amigos que decidiu encarar seu medo.	Anhelaba tanto jugar con ellos que decidió enfrentar sus miedos.	{NAME:P1}​は、​どうしても⁠一緒⁠に​遊び⁠たかっ⁠た⁠ので、\nついに⁠高い​木⁠に​登る​怖⁠さ⁠に​立ち向かう​こと⁠に​し⁠まし⁠た。	Dia sangat ingin bergabung dengan mereka sehingga\ndia memutuskan untuk menghadapi rasa takutnya.	Dia amat ingin menyertai mereka sehingga dia\nmemutuskan untuk menghadapi ketakutannya.	أراد الانضمام إليهم، فَقرّر مُواجهة مخاوفه.
boy.page.6	So looking up, he took a deep breath, and bravely began to climb.	И вот, глядя наверх, он глубоко вдохнул\nи начал смело карабкаться по дереву.	Also blickte er nach oben, atmete tief\nein und begann mutig, den Baum hochzuklettern.	Il leva les yeux, pris une profonde inspiration et,\néquipé de tout son courage, se mit à grimper à l'arbre.	Guardò in alto, fece un gran respiro e, facendosi coraggio, cominciò a salire.	Olhando para cima, ele respirou fundo e,\ncorajosamente, começou a escalar.	Así que miró hacia arriba, respiró hondo y empezó a trepar valientemente.	木⁠を​見上げ、​深呼吸⁠を​し、\n​そして⁠勇気⁠を​出し⁠て​木⁠に​登り​始め⁠まし⁠た。	Dengan menatap ke atas, dia menarik napas dalam-dalam,\nlalu memberanikan diri mulai memanjat.	Maka sambil melihat ke atas, dia menghela nafas\nyang dalam dan mula memanjat dengan berani.	رفع رأسه نحو الأعلى، وأخذ نفسًا عميقًا، ثم بدأ بِتسلّق الشجرة بِشجاعة.
boy.page.7	At the first branch, {NAME:P1} met the wise old forest owl,\nresting after a busy night's hunting.	На самой нижней ветке {NAME:P1} встретил старую мудрую\nлесную сову, которая отдыхала после нелёгкой ночной охоты.	Auf dem untersten Ast traf {NAME:P1} eine alte weise Waldeule,\ndie sich nach einer anstrengenden nächtlichen Jagd ausruhte.	Sur la branche la plus basse {NAME:P1} rencontra un vieil hibou\nqui se reposait de sa longue nuit de chasse.	Al primo ramo, {NAME:P1} incontrò il vecchio gufo saggio,\nche stava facendo un riposino dopo una dura notte di caccia.	No primeiro galho, {NAME:P1} encontrou a velha\ne sábia coruja da floresta, descansando após uma longa noite de caça.	En la primer rama, {NAME:P1} se encontró con el sabio y anciano\nbúho del bosque descansando después de una ajetreada noche de caza.	最初⁠の​枝⁠で、​{NAME:P1}​は、​歳⁠を​とっ⁠た​賢い​フクロウ⁠に​会い⁠まし⁠た。\n昨日⁠の​夜⁠の​狩り⁠に​疲れ⁠て、​休ん⁠で​いる​よう⁠です。	Di dahan pertama, {NAME:P1} bertemu dengan burung hantu yang tua\ndan bijak, yang tengah beristirahat setelah sibuk berburu semalam suntuk.	Di dahan yang pertama, {NAME:P1} bertemu dengan burung hantu yang tua\ntetapi bijaksana, sedang berehat selepas sibuk berburu pada malamnya.	عند أوّل غصن في الشجرة، التقى {NAME:P1} بِبومة الغابة الحكيمة،\nالتي كانت تستريح بعد ليلةٍ طويلة من الصيد.
boy.page.8	“Good morning young squirrel, how are you today?” said the owl.	«Доброе утро, юный бельчонок! Как поживаешь?» – спросила сова.	„Guten Morgen, kleines Eichhörnchen! Wie geht es dir heute?“, fragte die Eule.	« Bonjour, petit écureuil ! Comment vas-tu ? » lui demanda le hibou.	«Buongiorno, giovane scoiattolo, come va?», chiese il gufo.	“Bom dia, esquilinho, tudo bem?”, disse a coruja.	“Buenos días, joven ardilla, ¿cómo estás hoy?” dijo el búho.	「おはよう、​若い​リス⁠ちゃん、​調子⁠は\nどう⁠じゃい⁠？」​フクロウ⁠は​言い⁠まし⁠た。	“Selamat pagi tupai muda, apa kabarmu hari ini?” sapa si burung hantu.	“Selamat pagi anak tupai, apa khabar kamu hari ini?” tanya burung hantu.	قالت البومة: ”صباح الخير أيها السنجاب الصغير، كيف حالُك اليوم؟“
boy.page.9	“Good morning, Mr Owl” replied {NAME:P1}, “This is the first time\nI've ever climbed a tree and I'm quite frightened.”	«Доброе утро, тётушка Сова, – ответил {NAME:P1}. – Я впервые\nлезу на дерево, и мне очень страшно».	„Guten Morgen, Herr Eule“, erwiderte {NAME:P1}.\n„Ich klettere zum ersten Mal auf einen Baum und habe ziemlich Angst.“	« Bonjour, Maître Hibou, répondit {NAME:P1}.\nC’est la première fois que grimpe à un arbre et j'ai très peur. »	«Buongiorno, signor gufo», rispose {NAME:P1}. «È la prima volta\nche mi arrampico su un albero e ho un po’ di paura».	“Bom dia, senhora coruja”, respondeu {NAME:P1}.\n“Esta é a primeira vez que subo em uma árvore e estou com muito medo.”	“Buenos días, señor búho”, contestó {NAME:P1}.\n“Esta es la primera vez que trepo a un árbol y estoy un poco asustado”.	「おはよう、​フクロウ⁠さん⁠！」​{NAME:P1}​は​言い⁠まし⁠た。\n「木⁠に​登る​の⁠が​初めて⁠で、​正直​とっても⁠怖い​ん⁠です」	“Selamat pagi, Pak Burung Hantu” jawab {NAME:P1},\n“Ini pertama kalinya aku memanjat pohon dan aku lumayan ketakutan.”	“Selamat pagi, En Burung Hantu” balas {NAME:P1},\n“Inilah kali pertama saya memanjat pokok dan saya agak ketakutan.”	أجابها {NAME:P1}: ”صباح الخير أيتها البومة.\nهذه هي المرة الأولى التي أَتسلّق فيها شجرة، وأنا خائفٌ قليلاً“.
boy.page.10	“Don't be afraid” said the wise old owl “Just climb one branch at a time.”	«Не бойся, – сказала старая мудрая\nсова. – Просто влезай на одну ветку за раз».	„Fürchte dich nicht“, sagte die alte weise Eule.\n„Klettere einfach nur von einem Ast zum nächsten.“	« N'aie pas peur, lui dit le vieux sage.\nIl te suffit de grimper une branche à la fois. »	«Non avere paura», rispose il vecchio gufo saggio.\n«Basta che sali su un ramo alla volta».	“Não tenha medo”, disse a velha e sábia coruja.\n“É só subir em um galho de cada vez.”	“No tengas miedo” dijo el sabio y anciano búho. “Salta una rama a la vez”.	「大丈夫⁠じゃ、​怖がる​こと⁠は​ない」​歳⁠を​とっ⁠た​賢い\nフクロウ⁠は​言い⁠まし⁠た。​「枝⁠を​目指し⁠て​登れ​ばいいん⁠じゃ⁠よ」	“Jangan takut” kata burung hantu yang tua dan bijak itu\n“Panjat saja dahannya satu per satu.”	“Jangan takut” kata burung hantu yang tua tetapi bijaksana itu\n“Panjat sahaja dahan itu satu demi satu.”	قالت له البومة الحكيمة: ”لا تَخف. اصعد غصنًا بِعد غصن“.
boy.page.11	“You will face many challenges in the tree, but keep going,\nfor when you get to the top you will receive a wonderful reward.”	«На дереве ты повстречаешь множество препятствий.\nНо продолжай лезть наверх, и тебя ждёт чудесное вознаграждение».	„Im Baum triffst du auf viele Hindernisse. Aber klettere immerzu weiter,\ndenn ganz oben erwartet dich eine wunderbare Belohnung.“	« Tu rencontreras de nombreux obstacles. Mais tu ne dois pas abandonner,\ntu dois continuer et une fois en haut tu seras bien récompensé. »	«Dovrai affrontare molte prove su questo albero, ma non fermarti.\nQuando sarai in cima, otterrai una grande ricompensa».	“Você vai encontrar muitos desafios pela árvore, mas não desista,\npois quando chegar ao topo, você vai receber uma recompensa maravilhosa.”	“Te enfrentarás a muchos desafíos en el árbol pero sigue avanzando,\ny cuando llegues a la cima obtendrás una maravillosa recompensa”.	「色々⁠な​挑戦⁠が​やってくる⁠じゃろ⁠う。​じゃが、​登り​続け​なさい。\n頂上⁠まで​続け⁠られる⁠と、​とても⁠すばらしい​もの⁠が​返っ⁠て​くる⁠よ」	“Kamu akan menghadapi banyak tantangan di pohon ini, tapi teruslah naik,\nkarena ketika sampai ke puncak, kamu akan menerima imbalan luar biasa.”	“Kamu akan menghadapi banyak cabaran di pokok ini, tapi teruslah memanjat,\nkerana ketika kamu tiba di puncak, kamu akan menerima ganjaran hebat.”	”ستُواجه العديد من العقبات في الشجرة، لكن استمر في التسلق،\nفعندما تصل إلى القمة ستحصل على مُكافأة رائعة“.
boy.page.12	“Thank you Mr Owl” replied {NAME:P1}, and he continued to climb.	«Спасибо, тётушка Сова», – ответил {NAME:P1} и полез дальше.	„Vielen Dank, Herr Eule“, antwortete {NAME:P1} und kletterte weiter.	« Merci, Maître Hibou, » lui répondit {NAME:P1}\navant de se remettre à grimper.	«La ringrazio, signor gufo», disse {NAME:P1}, e continuò a salire.	“Muito obrigado, senhora coruja”, respondeu {NAME:P1},\ne ele continuou a escalar.	“Gracias, señor búho”, contestó {NAME:P1} y continuó trepando.	「ありがとう、​フクロウ⁠さん」​{NAME:P1}​は​そう⁠返し、\nまた⁠頂上⁠に​向け⁠て​登り​始め⁠まし⁠た。	“Terima kasih, Pak Burung Hantu”\njawab {NAME:P1}, dan dia pun terus memanjat.	“Terima kasih En Burung Hantu” balas {NAME:P1}, dan dia terus memanjat.	أجاب {NAME:P1}: ”شكرًا لك، سيدتي البومة“، ثم أكمل طريقه صعودًا.
boy.page.13	At the second branch {NAME:P1} happened upon a big brown bear,\nlazily dozing after having eaten all the honey from the bees nest in the tree.	На второй ветке {NAME:P1} повстречал большого бурого медведя,\nлениво отдыхающего после того, как он съел весь мёд у пчёл на дереве.	Auf dem zweiten Ast traf {NAME:P1} einen Bären, der faulenzte,\nnachdem er all den Honig aus einem Bienennest am Baum gegessen hatte.	Sur la deuxième branche {NAME:P1} rencontra un grand ours brun\nqui somnolait, repu d’avoir mangé tout le miel de la ruche de l’arbre.	Al secondo ramo, {NAME:P1} trovò un enorme orso bruno che dormiva,\nsazio del miele che aveva trovato in un alveare sull’albero.	No segundo galho, {NAME:P1} encontrou um grande urso marrom,\ncochilando preguiçosamente depois de comer todo o mel da colmeia da árvore.	En la segunda rama, {NAME:P1} se topó con un gran oso pardo\ndormitando después de haberse comido toda la miel de la colmena del árbol.	二つ⁠目⁠の​枝⁠の​ところ⁠で、​{NAME:P1}​は、​この⁠木⁠に​あっ⁠た​ハチミツ⁠を\n全部​食べ⁠て、​寝⁠て​い⁠た​茶色⁠の​大きい​クマ⁠に​出会い⁠まし⁠た。	Di dahan kedua {NAME:P1} bertemu beruang cokelat besar,\nyang terkantuk-kantuk setelah memakan semua madu dari sarang lebah di pohon itu.	Di dahan yang kedua {NAME:P1} tersua beruang perang yang besar,\ntidur kemalasan selepas memakan madu daripada sarang lebah di pokok ini.	عند الغصن الثاني، وَجد {NAME:P1} دُبًا بُنيًا كبيرًا يَغُطُّ\nفي نومٍ عميق بعد أن أكل كل العسل من خَلية النحل في الشجرة.
boy.page.14	“Go back squirrel!” Said the bear. “I'm about to have a snooze.\nMy belly is filled to bursting and I will not be moved.”	«Возвращайся назад, бельчонок, – сказал медведь. – Я собираюсь поспать.\nМой живот переполнен, и я не сдвинусь с места».	„Geh zurück, Eichhörnchen“, sagte der Bär. „Ich möchte schlafen.\nMein Bauch ist so voll vom Honig, dass ich mich nicht rühren kann.“	« Passe ta route, petit écureuil, dit l’ours. C'est l'heure de ma sieste.\nJ’ai bien mangé et il est hors de question que je bouge. »	«Gira al largo, scoiattolo», brontolò l’orso. «Devo fare il mio sonnellino.\nHo la pancia piena e non ho intenzione di muovermi da qui».	“Por aqui, não, esquilo!”, disse o urso. “Agora é hora do meu cochilo.\nMinha barriga está cheia a ponto de estourar e não vou sair daqui.”	“¡Vuelve, ardilla!” dijo el oso. “Estoy a punto de dormir una siesta.\nMi barriga está tan llena que va a reventar, y no me moveré”.	「戻り⁠な、​リス⁠！」​クマ⁠が​言い⁠まし⁠た。\n「食べ​過ぎ⁠て​動け⁠ない⁠から、​もう⁠一⁠回⁠寝る​ところ⁠な​ん⁠だ」	“Kembalilah, tupai!” Kata si beruang. “Aku akan tidur sebentar.\nPerutku kekenyangan dan aku tidak bisa diganggu.”	“Pergi balik tupai!” Kata beruang. “Saya baru saja ingin tidur.\nPerut saya kekenyangan dan saya tidak akan beralih.”	قال الدب: ”عُد من حيث أتيت أيها السنجاب! أنا على وشك النوم.\nبطني ممتلئة للغاية ولن أتحرك“.
boy.page.15	“How can I get past?” {NAME:P1} wondered.	«Но как мне пройти?» – задумался {NAME:P1}.	„Wie komme ich hier nur vorbei?“, fragte sich {NAME:P1}.	« Mais comment vais-je passer ? » se demanda {NAME:P1}.	«Come farò a passare?», si chiese {NAME:P1}.	“Então como faço para passar?”, perguntou {NAME:P1}.	“¿Cómo podría pasar?” se preguntó {NAME:P1}.	「どう⁠やっ⁠て​通ろ⁠う⁠？」\n​{NAME:P1}​は​考え⁠ます。	“Bagaimana aku bisa lewat?” {NAME:P1} bertanya-tanya.	“Bagaimana saya dapat lalu?” {NAME:P1} tertanya-tanya.	تساءل {NAME:P1}: ”كيف لي أن أَمُر من هنا؟“
boy.page.16	{NAME:P1} noticed the bear's big, bulging belly,\n'That looks very bouncy' he thought to himself.	Бельчонок обратил внимание на большой, раздутый живот медведя.\n«Выглядит очень упругим», – подумал он.	{NAME:P1} bemerkte den großen aufgeblähten Bauch des Bären.\n„Der sieht ein wenig wie eine Hüpfburg aus“, dachte er.	{NAME:P1} observa la bedaine rebondie de l’ours.\n« Il m’a l’air bien ferme ce ventre, » se dit-il.	{NAME:P1} osservò l’enorme pancia\ndell’orso e pensò: «Lì ci si rimbalzerebbe bene».	{NAME:P1} percebeu a barriga grande e protuberante do urso.\n“Isso parece bom para pular”, ele pensou.	{NAME:P1} se fijó en la enorme\ne hinchada barriga del oso. “Parece inflada”, pensó.	{NAME:P1}​は​クマ⁠の​ポッコリ​膨らん⁠だ​お腹⁠に​気がつき⁠まし⁠た。\n「あれ⁠は​すごく​跳ね⁠そう⁠だ⁠なあ」​{NAME:P1}​は​一⁠人⁠で​考え⁠ます。	{NAME:P1} melihat perut si beruang yang besar dan buncit,\n'Kelihatannya empuk sekali' ujarnya dalam hati.	{NAME:P1} ternampak perut beruang yang besar dan membonjol,\n'Perut itu nampaknya boleh melantun' dia berfikir dalam hati.	نظر {NAME:P1} إلى بَطن الدب الكبيرة البارزة،\nوقال في نفسه: ’يبدو أنها مُرتفعة جدًا‘.
boy.page.17	{NAME:P1} dived onto the bear's giant, bouncy belly\nas though it was an enormous trampoline.	{NAME:P1} прыгнул на огромный, упругий живот медведя,\nкак будто это был большущий трамплин.	{NAME:P1} sprang auf den riesigen elastischen Bauch des Bären,\nals ob er ein großes Trampolin wäre.	{NAME:P1} a sauté sur le ventre énorme\net ferme de l’ours, comme si c’était un grand trampoline.	{NAME:P1} saltò sulla pancia dell’orso\ncome se fosse stato un gigantesco trampolino.	{NAME:P1} pulou na barriga gigante\ndo urso como se fosse um enorme trampolim.	{NAME:P1} se zambulló sobre la imponente barriga del oso\ncomo si fuera un enorme trampolín.	{NAME:P1}​は​クマ⁠の​大きな⁠お腹⁠に​飛び込み⁠まし⁠た。\nボヨンボヨン​跳ね⁠て、​まるで⁠巨大⁠な​トランポリン⁠の​よう⁠です。	{NAME:P1} melompat ke perut si beruang yang besar\ndan buncit seolah perut itu trampolin raksasa.	{NAME:P1} terjun ke atas perut beruang yang besar\ndan boleh melantun itu seolah-olah perutnya trampolin yang besar.	قفز {NAME:P1} على بَطن الدب الكبيرة المُرتفعة وكأنها ترامبولين ضخم.
boy.page.18	“Yippee! Not today Mr Bear!” {NAME:P1} shouted,\nas he bounced high up into the tree.	«Эгегей! Не сегодня, сеньор медведь!» – крикнул {NAME:P1},\nвзлетая высоко на дерево.	„Jippie! Heute nicht, Herr Bär!“,\nrief {NAME:P1} und sprang hoch in die Baumkronen.	« Eh bien non ! Pas aujourd’hui, monsieur l’ours ! »\ncria {NAME:P1} en rebondissant bien haut vers la branche suivante.	«Non mi fermerai, signor orso!», gridò {NAME:P1}, volando in alto.	“Uhull! Obrigado, senhor urso!”, disse {NAME:P1}\nenquanto saltava para uma parte mais alta da árvore.	“¡Yupiiii! ¡Discúlpeme, señor oso!”\ngritó {NAME:P1} mientras saltaba hacia la rama más alta.	「イェーイ⁠！⁠今日⁠は​ごめん⁠よ​クマ⁠さん⁠！」​{NAME:P1}​は\n高い​ところ⁠まで​跳ね上がり⁠ながら​叫び⁠まし⁠た。	“Horeee! Tidak hari ini, Pak Beruang!”\n{NAME:P1} berteriak, sambil melenting di udara dan hinggap di pohon.	“Hore! Bukan hari ini En Beruang!”\n{NAME:P1} menjerit, sambil dia melantun tinggi di pokok itu.	صاح {NAME:P1} وهو يَرتفع في الهواء: ”يا سلام! ليس اليوم يا سيدي الدب!“
boy.page.19	At the next branch, {NAME:P1} saw\na slippery, slithering snake coiled around the tree.	На следующей ветке {NAME:P1} увидел гладкую, скользкую змею,\nсвернувшуюся кольцами вокруг дерева.	Auf dem nächsten Ast sah {NAME:P1} eine glitschige\nSchlange, die sich um den Baum wand.	{NAME:P1} se trouva alors nez à nez avec\nun long serpent lisse enroulé autour de l’arbre.	Al ramo successivo, {NAME:P1} si trovò dinanzi a un liscio,\nviscido serpente arrotolato intorno all’albero.	No próximo galho, {NAME:P1} viu uma cobra enrolada\nna árvore, ziguezagueando e deslizando pelo galho.	En la siguiente rama, {NAME:P1} vio\nuna reptante serpiente enroscada en el árbol.	次⁠の​枝⁠の​とこ⁠で⁠は、​{NAME:P1}​は​木⁠に​体⁠を​巻き​つけ⁠て​いる、\nなめらか⁠な​肌⁠を​し⁠た​ヘビ⁠に​会い⁠まし⁠た。	Di dahan berikutnya, {NAME:P1} melihat ular yang licin\ndan melata yang melilit pohon.	Di dahan seterusnya, {NAME:P1} melihat ular yang licin\ndan menjalar berlingkar di pokok.	عند الغصن التالي، رأى {NAME:P1} أفعى زَلقة مُلتفّة حول الشجرة.
