Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR
boy.page.5	His biggest dream was to sing in front of an audience\nso that all the orchard inhabitants could hear his wonderful song!	Больше всего на свете скворчонок мечтал выступить перед публикой,\nчтобы все жители сада услышали эту красоту!	Sein größter Traum war es, vor einem Publikum zu singen,\nso dass alle Gartenbewohner sein wundervolles Lied hören könnten.	Son plus grand rêve était de chanter devant un public afin que tous\nles habitants du verger puissent entendre sa magnifique voix !	Il suo sogno più grande era cantare in pubblico di modo\nche tutti gli abitanti del frutteto potessero sentirlo cantare!	Seu maior sonho era cantar em frente a uma grande plateia,\npara que todos os moradores do pomar ouvissem seu incrível canto!	¡Su mayor sueño era cantar ante un auditorio\ny así todos los habitantes del huerto podrían escuchar su hermoso canto!	{NAME:P1}​の​大きな⁠夢⁠は、​みんな⁠の​前⁠で​歌っ⁠て、​リンゴ⁠園⁠に​住ん⁠で​いる\nみんな⁠に​{NAME:P1}​の​すばらしい​歌声⁠を​聞い⁠て​もらう​こと⁠でし⁠た⁠！	Impian terbesarnya adalah bernyanyi di hadapan penonton\nagar semua penghuni kebun bisa mendengar lagunya yang indah!	Impian terbesarnya adalah untuk menyanyi di depan penonton\nsupaya penduduk kebun dapat mendengar lagunya yang merdu!	كان حلمه أن يُصبح مُغنيًا شهيرًا، وأن يُصغي إلى صوته جميع سكّان البستان.
boy.page.6	Many birds joined in the new choir ‒ the nightingale,\nthe robin, and the finch. And the lark was the choir director.	Выступать в хоре собрались соловей, малиновка\nи зяблик, а руководил ими дирижёр-жаворонок.	Viele Vögel schlossen sich dem neuen Chor an – die Nachtigall,\ndas Rotkehlchen und der Fink. Und die Lerche war der Chorleiter.	Beaucoup d’oiseaux rejoignèrent la nouvelle chorale ‒ le rossignol,\nle rouge-gorge et le pinson. L’alouette était le directeur de la chorale.	Molti uccelli si unirono al coro ‒ l’usignolo,\nil pettirosso, e il fringuello. L’allodola dirigeva il coro.	Muitos pássaros entraram no novo coral: o rouxinol, o papo-ruivo e o canarinho.\nE o laverca, é claro, que era o diretor do coral.	Muchos pájaros se integraron al nuevo coro:\nel ruiseñor, el petirrojo y el pinzón. El zorzal era el director del coro.	ナイチンゲール、​コマドリ、​フィンチ⁠など、​たくさん⁠の​トリ⁠が​新しい\nコーラス⁠に​入り⁠まし⁠た。​そして⁠ヒバリ⁠が​コーラス⁠の​指揮⁠者⁠でし⁠た。	Banyak burung yang sudah bergabung dengan paduan suara baru itu\n‒ bulbul, berkecet dan pipit. Dan sanma menjadi direktur paduan suaranya.	Banyak burung menyertai koir baharu ini\n‒ si bulbul, si robin dan si cakar. Si lark pula ialah pengarah koir.	انضم إلى هذه الفرقة العديد من الطيور\n‒ العندليب وأبو الحناء وطائر قوس قزح. وكان الطائر هزار هو قائد الفرقة.
boy.page.7	{NAME:P1} was so happy to sing along with his new friends.\nHis voice was becoming stronger and louder with each day.	{NAME:P1} был так счастлив, что будет выступать с новыми друзьями,\nи его голос день ото дня становился всё крепче и звонче.	{NAME:P1} freute sich so, mit seinen neuen Freunden zu singen.\nSeine Stimme wurde jeden Tag stärker und lauter.	{NAME:P1} était vraiment heureux de chanter avec ses nouveaux amis.\nChaque jour, sa voix devenait de plus en plus forte.	{NAME:P1} era felicissimo di cantare con i suoi amici.\nLa sua voce diventava più potente ogni giorno.	O {NAME:P1} estava superfeliz de cantar com seus novos amigos.\nA cada dia, sua voz ficava mais potente e mais alta.	{NAME:P1} estaba muy contento de cantar junto a sus nuevos amigos.\nSu voz crecía cada día en intensidad y potencia.	{NAME:P1}​は​新しい​友だち⁠と​いっしょ⁠に​歌え⁠て、​とても⁠よろこび⁠まし⁠た。\n{NAME:P1}​の​声⁠は​だんだん⁠力強く​大きく​なっ⁠て​いき⁠まし⁠た。	{NAME:P1} sangat bahagia bernyanyi bersama dengan teman-teman barunya.\nSuaranya menjadi semakin kuat dan kencang dari hari ke hari.	{NAME:P1} amat gembira untuk menyanyi bersama rakan-rakan baharunya.\nSuaranya semakin lantang dan kuat setiap hari.	شعر {NAME:P1} بسعادةٍ غامرة وهو يُغني مع أصدقائه الجدد،\nوكان صوته يُصبح أكثر قوّةً وعذوبةً مع كلّ تمرين.
boy.page.8	The lark praised him, “Oh, what a wonderful voice!” he said.\nAnd the other birds admitted that the starling’s voice sounded magnificent.	Жаворонок очень хвалил его за успехи. «Ах, какой чудесный голос!» – говорил он,\nи другие птицы соглашались, что голос скворчонка звучит изумительно.	Die Lerche lobte ihn: „Oh, welch wunderbare Stimme!“, sagte er.\nUnd die anderen Vögel gaben zu, dass die Stimme des Stars prachtvoll klang.	L’alouette le félicita : « Quelle voix magnifique ! »\ndit-il. Et les autres oiseaux ne purent qu’être d’accord.	L’allodola gli fece i complimenti: «Oh, che voce meravigliosa!», disse.\nE gli altri uccelli ammisero che la voce dello storno era stupenda.	Ele recebeu um elogio do laverca: “uau, que voz incrível!” E os outros\npássaros confessaram que a voz do estorninho era mesmo impressionante.	El zorzal lo elogiaba, “¡Oh, que maravillosa voz!”, comentaba.\nY los demás pájaros concedían que la voz del estornino era magnífica.	ヒバリ⁠は​{NAME:P1}​を​ほめ⁠まし⁠た。​「ああ、​なんて​すばらしい​声⁠な​ん⁠だ⁠！」\nそして⁠他⁠の​トリ⁠たち⁠も、​{NAME:P1}​の​声⁠は​すばらしい⁠と​言い⁠まし⁠た。	Burung sanma pun memujinya, “Oh, bagus sekali suaramu!” katanya.\nBurung-burung lain mengakui bahwa suara si burung jalak terdengar luar biasa.	Si lark memujinya, “Oh, suara yang amat merdu!” dia berkata.\nLalu burung-burung lain mengakui suara si perling kedengaran enak sekali.	ذات مرة، أصغى القائد إلى صوته، ثمّ قال بإعجاب:\n”يا له من صوتٍ رائع!“ أومأت بقية الطيور مُوافقةً.
boy.page.9	{NAME:P1} was happy to be praised.\nHe turned up his nose. “My singing is the best of all.”	А {NAME:P1} и рад стараться.\nОн даже немного загордился: «Я пою лучше всех!»	{NAME:P1} freute sich über das Lob. Er rümpfte seine Nase.\n„Mein Gesang ist der beste von allen.“	{NAME:P1} était fier d’entendre de tels compliments,\net leva le nez en l’air : « Je suis le meilleur chanteur. »	A {NAME:P1} piaceva ricevere complimenti.\nAlzò il naso sprezzante. «Io canto meglio di tutti».	Os elogios encheram o {NAME:P1} de alegria, mas também acabaram inflando\no ego do estorninho: “meu canto é o melhor de todos”, ele disse.	{NAME:P1} se regodeaba con los elogios. Y alzaba la nariz.\n“Mi canto es el mejor de todos”.	{NAME:P1}​は、​ほめ⁠られ⁠て​うれしく​なり⁠まし⁠た。​{NAME:P1}​は\nクチバシ⁠を​高く​上げ⁠まし⁠た。​「歌⁠が​一番​うまい​の⁠は​僕⁠な​ん⁠だ」	{NAME:P1} merasa senang dipuji. Dia mendongakkan hidungnya.\n“Nyanyianku yang terbaik di antara semuanya.”	{NAME:P1} berasa gembira kerana dipuji. Dia mengangkat diri.\n“Nyanyian sayalah yang paling baik.”	شعر {NAME:P1} بالفخر وهو يسمع كلمات الإطراء،\nورفع رأسه بثقةٍ يُخفي وراءها بعض الغرور. ”إنّني أفضل مُغنٍ بينكم جميعًا!“
boy.page.10	Once during practice, the lark interrupted\nthe rehearsal. “Let’s stop for a moment.”	«Давайте остановимся», – прервал однажды репетицию жаворонок.	Während einer Gesangseinheit, unterbrach die Lerche die Probe.\n„Lasst uns kurz eine Pause machen.“	Un jour, l’alouette interrompit la répétition. « Arrêtons-nous un moment. »	Ma una volta, durante le prove, l’allodola interruppe tutto.\n«Fermiamoci un momento».	Uma vez, durante um ensaio, o laverca decidiu interromper a prática.\n“Vamos fazer uma pausa por um momentinho.”	Una vez, durante un ensayo, el zorzal\ninterrumpió la sesión. “Paremos por un momento”.	練習⁠を​し⁠て​いる​とき、​ヒバリ⁠が​歌⁠を​止め⁠まし⁠た。\n「ちょっと⁠ストップ​しよ⁠う」	Sekali waktu ketika berlatih, burung sanma menginterupsi latihan.\n“Mari kita berhenti dulu sebentar.”	Suatu hari semasa berlatih, si lark menghentikan latihan.\n“Mari kita berhenti sebentar.”	وفي أحد الأيام، وبينما كانت الفرقة تتدرب،\nقاطع القائد البروفة فجأةً. ”لنتوقف لحظةً“.
boy.page.11	“Your voice is very pretty, {NAME:P1}, but it drowns out all other voices.\nDon’t sing so loudly. Remember – we are all one choir.”	«{NAME:P1}, твой голос очень красив, но он заглушает голоса\nостальных певцов. Не нужно так стараться. Помни, что мы – команда».	„Deine Stimme ist sehr schön, {NAME:P1}, aber sie übertönt alle\nanderen Stimmen. Denk daran – wir sind alle ein gemeinsamer Chor.“	« Ta voix est très belle, {NAME:P1}, mais elle couvre celle des autres.\nNe chante pas si fort. Souviens-toi – nous sommes une chorale. »	«Hai una voce bellissima, {NAME:P1}, ma sovrasta tutte le altre.\nNon cantare così forte. Ricorda – siamo tutti parte dello stesso coro».	“Sua voz é muito bonita, {NAME:P1}, mas ela acaba se sobrepondo às outras\nvozes. Não precisa cantar tão alto: nós somos todos um só coral.”	“Tu voz es muy bonita, {NAME:P1}, pero ahoga a las otras voces.\nNo cantes tan fuerte. Recuerda, todos somos el coro”.	「{NAME:P1}、​君⁠の​声⁠は​きれい⁠だ⁠けど、​みんな⁠の​声⁠を​かき消し⁠て​しまう\nん⁠だ。​大きな⁠声⁠で​歌わ⁠ない⁠で。​僕⁠たち⁠は​一つ⁠の​コーラス⁠な​ん⁠だ⁠から」	“Suaramu sangat merdu, {NAME:P1}, tapi menenggelamkan suara lainnya.\nJangan bernyanyi terlalu keras. Ingat – kita semua satu paduan suara.”	“Suara kamu memang merdu, {NAME:P1}, tapi menenggelamkan semua\nsuara lain. Jangan menyanyi terlalu lantang. Ingat – kita sepasukan koir.”	”صوتك جميلٌ جدًا يا {NAME:P1}، لكنّه يُغطّي على أصوات بقية الطيور.\nلا تُغرّد بصوتٍ عالٍ جدًا، وتذكّر ‒ أنّنا جميعًا نُشكّل فرقةً واحدة“.
boy.page.12	The starling was disappointed. “Whatever!” he exclaimed heatedly.\n“I don’t need your choir to sing. I can take the place of you all!”	Слова учителя расстроили скворчонка. «Ну и ладно! – воскликнул он в сердцах.\n– Не нужен мне хор, чтобы выступить. Я один вас всех заменить могу!»	Der Star war enttäuscht. „Was soll’s!“, rief er aufgebracht.\n„Ich brauche euren Chor nicht zum Singen. Ich könnte euch alle ersetzen.“	L’étourneau était déçu. « Peu importe ! s’exclama-t-il. Je n’ai\npas besoin de votre chorale pour chanter. Je peux tous vous remplacer ! »	Lo storno rimase deluso. «Va bene allora!», esclamò arrabbiato.\n«Non ho bisogno del vostro coro per cantare. Posso sostituirvi tutti!»	O estorninho ficou contrariado. “Ah, não tô nem aí! Eu não preciso do seu\ncoral para cantar. Eu consigo fazer sozinho o trabalho de todos vocês!”	El estornino quedó estupefacto. “¡Cómo sea!”, exclamó arrebatado.\n“No necesito vuestro coro para cantar. ¡Puedo reemplazarlos a todos!”	「どう⁠でも​いい⁠よ⁠！」​{NAME:P1}​は​怒っ⁠て​叫び⁠まし⁠た。​「他⁠の​コーラス\nは​いら⁠ない⁠よ。​僕⁠が​みんな⁠の​代わり⁠に​歌える​ん⁠だ⁠から⁠！」	Si burung jalan kecewa. “Terserah!” dia berteriak marah. “Aku tidak butuh\npaduan suaramu untuk bernyanyi. Aku bisa menggantikan kalian semua!”	Si perling kecewa. “Apa-apa sajalah!” dia berseru dengan panas hati.\n“Saya tidak perlukan koir kamu. Saya boleh menggantikan kamu semua!”	أحس أنّ الحلم يُسحب من بين جناحيه، وقال بانفعال: ”لا يُهمّ! أنا لستُ بحاجةٍ\nإلى فرقتكم، يُمكنني الغناء بمفردي. يمكنني أن أكون أفضل منكم جميعًا!“
boy.page.13	The following morning the starling didn’t turn up for rehearsal.	Следующим утром скворчонок не явился на репетицию вместе со всеми.	Am nächsten Morgen tauchte der Star nicht zur Probe auf.	Le matin suivant, l’étourneau ne vint pas à la répétition.	La mattina seguente lo storno non si presentò alle prove.	Na manhã seguinte, o estorninho não apareceu no ensaio.	A la mañana siguiente el estornino no concurrió al ensayo.	次⁠の​日、​{NAME:P1}​は\n練習⁠に​行き⁠ませ⁠ん⁠でし⁠た。	Keesokan paginya, si burung jalak tidak hadir untuk mengikuti latihan.	Pagi berikutnya, si perling tidak datang untuk latihan.	في صباح اليوم التالي، لم يحضر إلى بروفة الفرقة.
boy.page.14	Instead, he flew to the far end of the orchard\nwhere he could sing as loudly as he wanted!	Вместо этого он улетел на другой конец сада,\nгде мог петь так громко, как ему хотелось!	Stattdessen flog er zum anderen Ende des Gartens,\nwo er so laut singen konnte, wie er wollte!	À la place, il s’envola vers la frontière du verger\noù il pouvait chanter aussi fort qu’il le souhaitait !	Invece volò dall’altra parte del frutteto\ndove poteva cantare a squarciagola quanto voleva!	Em vez disso, ele voou para o canto mais distante do pomar,\nonde ele podia cantar tão alto quanto quisesse!	¡En cambio voló hasta el otro extremo del huerto,\ndonde podía cantar tan fuerte como quisiese!	その⁠代わり⁠に、​リンゴ⁠園⁠の​一番​奥⁠に​飛ん⁠で​行き、\nそこで⁠好き⁠な⁠だけ​大きな⁠声⁠で​歌い⁠まし⁠た⁠！	Sebaliknya, dia malah terbang ke ujung kebun\nbuah di mana dia bisa bernyanyi sekeras mungkin!	Sebaliknya, dia terbang ke hujung kebun\ndi mana dia boleh menyanyi selantang yang dia mahu!	حلّق بعيدًا نحو أطراف البستان،\nحيث لا أحد يُقاطعه، ويستطيع الغناء هناك بصوت عالٍ.
boy.page.15	Starlings can imitate the songs of other birds, and {NAME:P1} could\neasily sing like a nightingale, and like a robin, and even like a lark.	Скворцы умеют подражать пению других птиц, поэтому {NAME:P1}\nбез труда пел и за соловья, и за малиновку, и даже за дирижёра-жаворонка.	Stare können andere Vögel nachahmen, und {NAME:P1} konnte mühelos wie\neine Nachtigall, ein Rotkehlchen und sogar wie eine Lerche singen.	Les étourneaux imitent les autres oiseaux, et {NAME:P1} pouvait\nfacilement chanter comme un rossignol, un rouge-gorge, même une alouette.	Gli storni sanno imitare gli altri uccelli, e {NAME:P1} poteva facilmente\ncantare come l’usignolo o il pettirosso, e anche come l’allodola.	Como os estorninhos podem imitar o som de outros pássaros, era fácil\npara o {NAME:P1} cantar como um rouxinol, um papo-ruivo ou um laverca.	Los estorninos pueden imitar el canto de otros pájaros, y {NAME:P1}\npodía cantar como un ruiseñor, un petirrojo o incluso como un zorzal.	ムクドリ⁠は​他⁠の​トリ⁠の​歌⁠を​まねる​こと⁠が​でき⁠ます。​だから、​{NAME:P1}​は\nナイチンゲール⁠や​コマドリ⁠や​ヒバリ⁠の​よう⁠に​歌う​こと⁠が​でき⁠まし⁠た。	Burung jalak bisa meniru nyanyian burung lain, dan {NAME:P1} bisa\nbernyanyi dengan mudah seperti burung bulbul, berkecet, dan bahkan sanma.	Si perling boleh meniru nyanyian burung lain, dan {NAME:P1} boleh\nmenyanyi seperti si bulbul, si robin atau si lark dengan mudah.	يتمتّع الزرزور بمهارة تقليد أصوات الطيور الأخرى،\nفغنّى {NAME:P1} بنغمة العندليب وأبي الحناء، ثمّ حلّق بصوته كقائد الجوقة هزار.
boy.page.16	“How beautiful your song is!” someone said from below his perch.	«Как красиво ты поёшь», – вдруг донёсся чей-то голос снизу.	„Wie wunderschön dein Lied ist!“, sagte jemand unter ihm.	« Quel magnifique chant ! » dit quelqu’un en dessous de sa branche.	«Che bene canti!», disse qualcuno in basso sotto al suo trespolo.	Debaixo do galho onde ele estava, surgiu uma voz: “que lindo o seu canto!”	“¡Qué hermoso es tu canto!”, dijo alguien debajo de donde estaba posado.	「なんて⁠美しい​歌⁠な⁠の⁠！」\n​木⁠の​上⁠から​声⁠が​聞こえ⁠まし⁠た。	“Indah sekali nyanyianmu!” ujar seseorang\ndari bawah tempat bertengger si burung jalak.	“Alangkah merdu nyanyian kamu!”\nkata seseorang dari bawah tempat dia bertengger.	وبينما كان يُغرّد، سمع صوتًا من أسفل يقول: ”يا له من صوتٍ جميل!“
boy.page.17	It was a big toad basking in the sun who had overheard the starling singing.	Это большая земляная жаба выбралась погреться\nна солнышке и услышала пение скворца.	Es war eine große Kröte, die sich sonnte\nund den Gesang des Stars mitangehört hatte.	C’était un gros crapeau qui se prélassait au soleil\nlorsqu’il avait entendu l’étourneau chanter.	Era un grosso rospo che prendeva il sole ad aver sentito lo storno cantare.	Era uma grande sapa que estava tomando sol\ne tinha ouvido o estorninho cantar.	El que había oído cantar al estornino era\nun enorme sapo, que estaba tomando sol.	{NAME:P1}​の​歌声⁠を​聞い⁠て​い⁠た​の⁠は、​ひな⁠た​ぼっ​こ⁠を\nし⁠て​い⁠た​大きな⁠ヒキガエル⁠でし⁠た。	Ternyata seekor kodok besar yang sedang berjemur\nyang menguping si burung jalak bernyanyi.	Seekor kodok besar yang sedang berjemur\ndi bawah cahaya matahari mendengar si perling menyanyi.	رأى ضفدعًا كبيرًا يستلقي تحت أشعة الشمس ويستمع إلى غنائه باهتمام.
